State,Agency Name,Latitude,Longitude,ORI,City,Population,Poverty,Poverty Rate,Violent Crime,Property Crime,Violent Crime(Per 100k),Property Crime(Per 100k),Crime Rate(Per 100k)
OR,Portland Police Department,45.515236,-122.676056,OR0260200,Portland,647176,79615,12.3,4487,36983,693.32,5714.52,6407.84
OR,Salem Police Department,44.93544,-123.04113,OR0240200,Salem,174193,24503,14.07,798,5830,458.11,3346.86,3804.97
OR,Eugene Police Department,44.051296,-123.08966,OR0200200,Eugene,173278,32760,18.91,620,5826,357.81,3362.23,3720.03
OR,Gresham Police Department,45.50593,-122.435295,OR0260100,Gresham,114164,17099,14.98,425,3323,372.27,2910.72,3283.0
OR,Hillsboro Police Department,45.5212,-122.973854,OR0340300,Hillsboro,105909,8197,7.74,314,2731,296.48,2578.63,2875.11
OR,Bend Police Department,44.055473,-121.33363,OR0090100,Bend,97042,9676,9.97,194,1697,199.91,1748.73,1948.64
OR,Medford Police Department,42.323277,-122.87611,OR0150400,Medford,84894,12238,14.42,341,3326,401.68,3917.83,4319.5
OR,Springfield Police Department,43.928305,-122.897659,OR0200600,Springfield,62138,9855,15.86,194,1709,312.21,2750.33,3062.54
OR,Corvallis Police Department,44.493882,-123.424664,OR0020100,Corvallis,59407,13795,23.22,116,1812,195.26,3050.15,3245.41
OR,Albany Police Department,44.629757,-123.09799,OR0220100,Albany,55776,5994,10.75,110,1204,197.22,2158.63,2355.85
OR,Tigard Police Department,45.4259,-122.765755,OR0340400,Tigard,54750,3659,6.68,163,1870,297.72,3415.53,3713.24
OR,Lake Oswego Police Department,45.160493,-122.195127,OR0030400,Lake Oswego,40390,1693,4.19,22,533,54.47,1319.63,1374.1
OR,Keizer Police Department,44.900898,-122.57626,OR0241700,Keizer,39119,4018,10.27,95,805,242.85,2057.82,2300.67
OR,Grants Pass Police Department,42.44356,-123.32451,OR0170100,Grants Pass,38902,6225,16.0,156,1414,401.01,3634.77,4035.78
OR,Oregon City Police Department,45.160493,-122.195127,OR0030700,Oregon City,37160,2180,5.87,86,600,231.43,1614.64,1846.07
OR,McMinnville Police Department,45.20876,-123.19911,OR0360100,McMinnville,34224,5825,17.02,78,693,227.91,2024.89,2252.81
OR,Redmond Police Department,43.915118,-121.225575,OR0090200,Redmond,33160,2561,7.72,78,792,235.22,2388.42,2623.64
OR,Tualatin Police Department,45.386482,-122.76633,OR0341200,Tualatin,27821,2811,10.1,57,840,204.88,3019.3,3224.18
OR,West Linn Police Department,45.361465,-122.60955,OR0030900,West Linn,27173,1263,4.65,14,289,51.52,1063.56,1115.08
OR,Woodburn Police Department,45.142204,-122.85922,OR0240500,Woodburn,25877,3698,14.29,92,740,355.53,2859.68,3215.21
OR,Forest Grove Police Department,45.553542,-123.097615,OR0340200,Forest Grove,25767,2571,9.98,115,391,446.31,1517.44,1963.75
OR,Roseburg Police Department,43.21138,-123.3444,OR0100500,Roseburg,23551,3953,16.78,79,1065,335.44,4522.1,4857.54
OR,Klamath Falls Police Department,42.683761,-121.646168,OR0180100,Klamath Falls,21710,4866,22.41,133,625,612.62,2878.86,3491.48
OR,Ashland Police Department,42.194,-122.69845,OR0150100,Ashland,21348,3332,15.61,32,362,149.9,1695.71,1845.61
OR,Milwaukie Police Department,45.446583,-122.62958,OR0030500,Milwaukie,21108,1902,9.01,32,208,151.6,985.41,1137.01
PA,Allentown Police Department,40.610153,-75.44659,PA0390100,Allentown,125250,27947,22.31,360,2238,287.43,1786.83,2074.25
PA,Erie Police Department,42.128925,-80.08493,PA0250200,Erie,95536,22288,23.33,474,1746,496.15,1827.58,2323.73
PA,Reading Police Department,40.33688,-75.92126,PA0061400,Reading,94161,26912,28.58,445,1675,472.59,1778.87,2251.46
PA,Scranton Police Department,41.374607,-75.70051,PA0350400,Scranton,75987,14209,18.7,235,1081,309.26,1422.61,1731.88
PA,Bethlehem Police Department,40.625484,-75.33419,PA0480300,Bethlehem,75599,11729,15.51,128,1221,169.31,1615.1,1784.42
PA,Lancaster Police Department,40.041264,-76.30506,PA0360500,Lancaster,58034,10482,18.06,180,896,310.16,1543.92,1854.09
PA,Harrisburg Police Department,40.260048,-76.83105,PA0220200,Harrisburg,49969,13902,27.82,534,1015,1068.66,2031.26,3099.92
PA,Altoona Police Department,40.513184,-78.40563,PA0070100,Altoona,44114,8748,19.83,122,791,276.56,1793.08,2069.64
PA,Wilkes-Barre Police Department,41.272366,-75.91723,PA0401300,Wilkes-Barre,44086,8297,18.82,184,682,417.37,1546.98,1964.34
PA,State College Police Department,40.79319,-77.85999,PA0140300,State College,40352,12300,30.48,83,385,205.69,954.1,1159.79
PA,Norristown Police Department,40.114376,-75.33891,PA0461900,Norristown,35607,6020,16.91,149,691,418.46,1940.63,2359.09
PA,Chester Police Department,39.85153,-75.35874,PA0230400,Chester,32819,8503,25.91,396,724,1206.62,2206.04,3412.66
PA,Hazleton Police Department,41.172787,-75.976035,PA0400700,Hazleton,29339,6808,23.2,9,8,30.68,27.27,57.94
PA,Monroeville Police Department,40.46892,-79.98092,PA0021600,Monroeville,28607,2398,8.38,43,658,150.31,2300.14,2450.45
PA,Easton Police Department,40.66601,-75.235176,PA0480400,Easton,27860,4285,15.38,52,315,186.65,1130.65,1317.3
PA,Plum Police Department,40.504036,-79.7621,PA0028500,Plum,27123,963,3.55,11,51,40.56,188.03,228.59
PA,Lebanon Police Department,40.367344,-76.458009,PA0380200,Lebanon,26611,6667,25.05,51,384,191.65,1443.01,1634.66
PA,Pottstown Police Department,40.209999,-75.370201,PA0462200,Pottstown,23282,3547,15.23,181,890,777.42,3822.7,4600.12
PA,Chambersburg Police Department,39.935287,-77.65959,PA0280100,Chambersburg,22141,2892,13.06,73,365,329.71,1648.53,1978.23
PA,New Castle Police Department,41.002735,-80.347244,PA0370200,New Castle,21992,5571,25.33,0,0,0.0,0.0,0.0
PA,Baldwin Borough Police Department,40.38374,-79.95641,PA0020100,Baldwin Borough,21274,1565,7.36,33,82,155.12,385.45,540.57
PA,Murrysville Police Department,40.45808,-79.6645,PA0650100,Murrysville,20810,696,3.34,2,74,9.61,355.6,365.21
PA,Carlisle Police Department,40.20692,-77.19422,PA0210200,Carlisle,19869,2687,13.52,44,301,221.45,1514.92,1736.37
PA,West Mifflin Police Department,40.384403,-79.87857,PA0024700,West Mifflin,19638,2705,13.77,68,439,346.27,2235.46,2581.73
PA,Johnstown Police Department,40.32745,-78.91878,PA0110400,Johnstown,18647,6272,33.64,100,518,536.28,2777.93,3314.21
RI,Warwick Police Department,41.701786,-71.45817,RI0020300,Warwick,82666,5870,7.1,59,1033,71.37,1249.61,1320.98
RI,Cranston Police Department,41.802887,-71.44183,RI0040200,Cranston,82654,6226,7.53,97,943,117.36,1140.9,1258.26
RI,Pawtucket Police Department,41.879257,-71.38248,RI0040800,Pawtucket,75200,11076,14.73,224,1270,297.87,1688.83,1986.7
RI,Providence Police Department,41.869765,-71.578626,RI0040900,Providence,47171,5058,10.72,587,3616,1244.41,7665.73,8910.14
RI,East Providence Police Department,41.81337,-71.35126,RI0040400,East Providence,47171,5058,10.72,44,420,93.28,890.38,983.66
RI,Woonsocket Police Department,41.869765,-71.578626,RI0041200,Woonsocket,43044,7906,18.37,186,690,432.12,1603.01,2035.13
RI,Newport Police Department,41.492676,-71.31076,RI0030300,Newport,25322,3387,13.38,51,377,201.41,1488.82,1690.23
RI,Central Falls Police Department,41.88832,-71.39278,RI0040100,Central Falls,22192,5372,24.21,96,217,432.59,977.83,1410.42
RI,Westerly Police Department,41.345066,-71.81429,RI0050400,Westerly,18241,987,5.41,18,253,98.68,1386.99,1485.66
RI,Cumberland Police Department,41.929527,-71.4016,RI0040300,Cumberland,8925,700,7.84,16,175,179.27,1960.78,2140.06
RI,Tiverton Police Department,41.64079,-71.185715,RI0030500,Tiverton,8240,568,6.89,12,108,145.63,1310.68,1456.31
RI,Narragansett Police Department,41.401162,-71.617612,RI0050100,Narragansett,3265,597,18.28,12,55,367.53,1684.53,2052.07
RI,Charlestown Police Department,41.37421,-71.66645,RI0050700,Charlestown,1482,75,5.06,5,33,337.38,2226.72,2564.1
RI,Hopkinton Police Department,41.460197,-71.76621,RI0050600,Hopkinton,688,15,2.18,4,24,581.4,3488.37,4069.77
RI,Foster Police Department,41.782475,-71.72149,RI0041300,Foster,276,58,21.01,4,10,1449.28,3623.19,5072.46
SC,Charleston Police Department,32.787556,-79.95888,SC0100100,Charleston,147928,17092,11.55,628,3085,424.53,2085.47,2510.0
SC,Columbia Police Department,34.00228,-81.040215,SC0400100,Columbia,137276,26890,19.59,1071,4924,780.18,3586.93,4367.11
SC,North Charleston Police Department,32.87881,-80.01314,SC0100800,North Charleston,114542,19720,17.22,1111,5640,969.95,4923.96,5893.91
SC,Mount Pleasant Police Department,32.8015,-79.89017,SC0100300,Mount Pleasant,88900,5001,5.63,139,1251,156.36,1407.2,1563.55
SC,Rock Hill Police Department,34.924366,-81.02726,SC0460300,Rock Hill,72883,9413,12.92,388,2028,532.36,2782.54,3314.9
SC,Greenville Police Department,34.852623,-82.38797,SC0230200,Greenville,69725,9123,13.08,443,2740,635.35,3929.72,4565.08
SC,Summerville Police Department,33.024467,-80.176,SC0180200,Summerville,50318,5211,10.36,225,1608,447.16,3195.68,3642.83
SC,Goose Creek Police Department,33.2077,-79.953655,SC0080300,Goose Creek,44502,3539,7.95,129,731,289.87,1642.62,1932.5
SC,Florence Police Department,34.199226,-79.76832,SC0210100,Florence,39816,7139,17.93,466,1798,1170.38,4515.77,5686.16
SC,Spartanburg Police Department,34.933239,-81.991053,SC0420100,Spartanburg,37990,8619,22.69,615,2562,1618.85,6743.88,8362.73
SC,Greer Police Department,34.961967,-82.20906,SC0230300,Greer,35151,3558,10.12,58,451,165.0,1283.04,1448.04
SC,Myrtle Beach Police Department,33.697033,-78.88194,SC0260600,Myrtle Beach,35116,6778,19.3,398,2344,1133.39,6675.02,7808.41
SC,Aiken Police Department,33.550013,-81.632983,SC0020100,Aiken,31516,4355,13.82,105,1129,333.16,3582.31,3915.47
SC,Anderson Police Department,34.501434,-82.64977,SC0040100,Anderson,28796,5760,20.0,179,1622,621.61,5632.73,6254.34
SC,Bluffton Police Department,32.358147,-80.68932,SC0070200,Bluffton,27596,1528,5.54,29,364,105.09,1319.03,1424.12
SC,Mauldin Police Department,34.892645,-82.372077,SC0230400,Mauldin,24735,1572,6.36,48,622,194.06,2514.66,2708.71
SC,Fort Mill Police Department,34.97019,-81.183188,SC0460200,Fort Mill,24069,871,3.62,29,202,120.49,839.25,959.74
SC,North Augusta Police Department,33.550013,-81.632983,SC0020300,North Augusta,24013,1818,7.57,24,365,99.95,1520.01,1619.96
SC,Simpsonville Police Department,34.73548,-82.26074,SC0230500,Simpsonville,23190,1314,5.67,66,785,284.61,3385.08,3669.69
SC,Lexington Police Department,33.892556,-81.272851,SC0320400,Lexington,23068,1820,7.89,4,23,17.34,99.71,117.05
SC,Easley Police Department,34.88538,-82.723376,SC0390300,Easley,22643,2631,11.62,70,535,309.15,2362.76,2671.91
SC,Greenwood Police Department,34.155796,-82.127876,SC0240100,Greenwood,22363,5148,23.02,152,897,679.69,4011.09,4690.78
SC,Conway Police Department,33.909269,-78.976675,SC0260200,Conway,22001,3291,14.96,108,531,490.89,2413.53,2904.41
SC,Hanahan Police Department,32.903206,-80.0083,SC0080600,Hanahan,20381,2471,12.12,43,317,210.98,1555.37,1766.35
SC,North Myrtle Beach Police Department,33.909269,-78.976675,SC0260700,North Myrtle Beach,18502,1431,7.73,91,817,491.84,4415.74,4907.58
SD,Sioux Falls Police Department,43.553837,-96.73019,SD0490200,Sioux Falls,189258,17432,9.21,899,5033,475.01,2659.33,3134.35
SD,Rapid City Police Department,44.078087,-103.22213,SD0510100,Rapid City,73942,10175,13.76,601,3157,812.8,4269.56,5082.36
SD,Brookings Police Department,44.308067,-96.80033,SD0050100,Brookings,23432,3056,13.04,25,286,106.69,1220.55,1327.24
SD,Watertown Police Department,44.89872,-97.113434,SD0140100,Watertown,22577,2941,13.03,67,390,296.76,1727.42,2024.18
SD,Mitchell Police Department,43.709465,-98.02698,SD0170100,Mitchell,15677,2424,15.46,51,340,325.32,2168.78,2494.1
SD,Yankton Police Department,43.006607,-97.388339,SD0660100,Yankton,15332,1503,9.8,56,377,365.25,2458.91,2824.16
SD,Huron Police Department,44.418265,-98.279422,SD0020100,Huron,14060,2005,14.26,27,299,192.03,2126.6,2318.63
SD,Box Elder Police Department,44.002349,-102.823801,SD0510300,Box Elder,11527,798,6.92,57,215,494.49,1865.19,2359.68
SD,Vermillion Police Department,42.779583,-96.93651,SD0130100,Vermillion,11506,2316,20.13,24,182,208.59,1581.78,1790.37
SD,Brandon Police Department,43.667472,-96.795726,SD0490300,Brandon,10745,224,2.08,12,31,111.68,288.51,400.19
SD,Sturgis Police Department,44.414597,-103.5156,SD0460100,Sturgis,7088,456,6.43,28,179,395.03,2525.4,2920.43
SD,Belle Fourche Police Department,44.666737,-103.84928,SD0090100,Belle Fourche,5561,559,10.05,15,71,269.74,1276.75,1546.48
SD,Tea Police Department,43.27942,-96.722286,SD0410500,Tea,5535,162,2.93,8,91,144.53,1644.08,1788.62
SD,Milbank Police Department,45.172637,-96.772261,SD0250100,Milbank,3488,227,6.51,0,0,0.0,0.0,0.0
SD,Hot Springs Police Department,43.431904,-103.477066,SD0230200,Hot Springs,3407,679,19.93,3,9,88.05,264.16,352.22
SD,Mobridge Police Department,45.533497,-100.43243,SD0640100,Mobridge,3215,597,18.57,0,0,0.0,0.0,0.0
SD,Canton Police Department,43.30186,-96.589,SD0410100,Canton,3054,239,7.83,8,40,261.95,1309.76,1571.71
SD,Lead Police Department,44.35102,-103.77256,SD0400200,Lead,2989,406,13.58,7,15,234.19,501.84,736.03
SD,North Sioux City Police Department,42.831106,-96.650829,SD0630500,North Sioux City,2956,372,12.58,9,48,304.47,1623.82,1928.28
SD,Winner Police Department,43.349729,-99.876219,SD0610100,Winner,2882,804,27.9,3,15,104.09,520.47,624.57
SD,Summerset Police Department,44.60521,-102.714139,SD0460300,Summerset,2875,146,5.08,4,32,139.13,1113.04,1252.17
SD,Lennox Police Department,43.27942,-96.722286,SD0410200,Lennox,2617,282,10.78,6,14,229.27,534.96,764.23
SD,Sisseton Police Department,45.664772,-97.049675,SD0540100,Sisseton,2433,468,19.24,2,0,82.2,0.0,82.2
SD,Pierre Police Department,44.354984,-100.30259,SD0320100,Pierre,2426,105,4.33,64,327,2638.09,13478.98,16117.07
SD,Chamberlain Police Department,43.72988,-99.092941,SD0070100,Chamberlain,2400,337,14.04,10,62,416.67,2583.33,3000.0
TN,Memphis Police Department,35.14924,-90.047455,TNMPD0000,Memphis,634139,149869,23.63,16136,53387,2544.55,8418.82,10963.37
TN,Knoxville Police Department,35.992726,-83.937721,TN0470100,Knoxville,189339,38738,20.46,1619,6204,855.08,3276.66,4131.74
TN,Chattanooga Police Department,35.159186,-85.202296,TN0330100,Chattanooga,180353,30396,16.85,2027,9026,1123.91,5004.63,6128.54
TN,Clarksville Police Department,36.500354,-87.380887,TN0630100,Clarksville,163518,21055,12.88,850,3154,519.82,1928.84,2448.66
TN,Murfreesboro Police Department,35.84415,-86.391716,TN0750100,Murfreesboro,148970,17554,11.78,809,3910,543.06,2624.69,3167.75
TN,Franklin Police Department,35.895096,-86.896757,TN0940100,Franklin,81531,4118,5.05,133,906,163.13,1111.23,1274.36
TN,Johnson City Police Department,36.295665,-82.495037,TN0900100,Johnson City,69521,14207,20.44,291,2069,418.58,2976.08,3394.66
TN,Jackson Police Department,35.610466,-88.81519,TN0570100,Jackson,67753,15182,22.41,750,2320,1106.96,3424.2,4531.16
TN,Hendersonville Police Department,36.473443,-86.459798,TN0830400,Hendersonville,60628,4272,7.05,70,569,115.46,938.51,1053.97
TN,Bartlett Police Department,35.228004,-89.80908,TN0790600,Bartlett,57639,2757,4.78,138,1030,239.42,1786.98,2026.41
TN,Kingsport Police Department,36.547108,-82.561806,TN0820200,Kingsport,55019,11250,20.45,368,2039,668.86,3705.99,4374.85
TN,Smyrna Police Department,35.843369,-86.417213,TN0750200,Smyrna,52401,6182,11.8,167,1369,318.7,2612.55,2931.24
TN,Collierville Police Department,35.042213,-89.667854,TN0790100,Collierville,50669,1435,2.83,61,695,120.39,1371.65,1492.04
TN,Spring Hill Police Department,35.615696,-87.077763,TN0600300,Spring Hill,48403,1200,2.48,80,423,165.28,873.91,1039.19
TN,Cleveland Police Department,35.159904,-84.87444,TN0060100,Cleveland,46747,7793,16.67,221,1354,472.76,2896.44,3369.2
TN,Brentwood Police Department,35.895096,-86.896757,TN0940300,Brentwood,44354,1150,2.59,35,420,78.91,946.93,1025.84
TN,Gallatin Police Department,36.473443,-86.459798,TN0830100,Gallatin,43306,6109,14.11,91,502,210.13,1159.19,1369.33
TN,Columbia Police Department,35.615696,-87.077763,TN0600100,Columbia,40957,4982,12.16,267,1088,651.9,2656.44,3308.35
TN,Germantown Police Department,35.09635,-89.80717,TN0790200,Germantown,40955,963,2.35,44,551,107.43,1345.38,1452.81
TN,La Vergne Police Department,35.843369,-86.417213,TN0750300,La Vergne,38127,4219,11.07,173,776,453.75,2035.3,2489.05
TN,Mount Juliet Police Department,36.148476,-86.29021,TN0950300,Mount Juliet,38059,2144,5.63,40,290,105.1,761.97,867.07
TN,Lebanon Police Department,36.1994,-86.28494,TN0950100,Lebanon,37471,5210,13.9,190,733,507.06,1956.18,2463.24
TN,Cookeville Police Department,36.140807,-85.496928,TN0710100,Cookeville,34068,6761,19.85,86,757,252.44,2222.03,2474.46
TN,Maryville Police Department,35.688185,-83.922973,TN0050200,Maryville,31281,2483,7.94,61,302,195.01,965.44,1160.45
TN,Oak Ridge Police Department,36.116731,-84.195418,TN0010300,Oak Ridge,31087,4453,14.32,112,508,360.28,1634.12,1994.4
TX,Houston Police Department,29.75597,-95.36702,TXHPD0000,Houston,2293288,440369,19.2,25159,104246,1097.07,4545.7,5642.77
TX,San Antonio Police Department,29.42295,-98.49757,TXSPD0000,San Antonio,1434540,249159,17.37,10354,80618,721.76,5619.78,6341.55
TX,Dallas Police Department,32.76778,-96.7956,TXDPD0000,Dallas,1300239,228269,17.56,8783,52738,675.49,4056.02,4731.51
TX,Austin Police Department,30.268007,-97.735275,TX2270100,Austin,944658,115570,12.23,4894,32503,518.07,3440.72,3958.79
TX,Fort Worth Police Department,32.77204,-97.291291,TX2201200,Fort Worth,908469,119348,13.14,4772,25873,525.28,2847.98,3373.26
TX,El Paso Police Department,31.75874,-106.48478,TX0710200,El Paso,676395,122719,18.14,2279,11052,336.93,1633.96,1970.89
TX,Arlington Police Department,32.73912,-97.113525,TX2200100,Arlington,392304,54054,13.78,1924,10190,490.44,2597.48,3087.91
TX,Corpus Christi Police Department,27.793016,-97.394035,TX1780200,Corpus Christi,318168,52633,16.54,2716,10084,853.64,3169.39,4023.03
TX,Plano Police Department,33.0179,-96.70228,TX0430600,Plano,282181,18730,6.64,471,4854,166.91,1720.17,1887.09
TX,Lubbock Police Department,33.611469,-101.819944,TX1520200,Lubbock,255537,47489,18.58,2281,8435,892.63,3300.89,4193.52
TX,Laredo Police Department,27.536282,-99.47004,TX2400100,Laredo,254697,56020,21.99,1093,3542,429.14,1390.67,1819.81
TX,Irving Police Department,32.815025,-96.94995,TX0571500,Irving,254184,27217,10.71,775,6256,304.9,2461.21,2766.11
TX,Garland Police Department,32.908943,-96.65579,TX0571100,Garland,245075,31108,12.69,550,5750,224.42,2346.22,2570.64
TX,Amarillo Police Department,35.398675,-101.893804,TX1880100,Amarillo,200371,31257,15.6,1462,6283,729.65,3135.68,3865.33
TX,Grand Prairie Police Department,32.766987,-96.778424,TX0571200,Grand Prairie,195992,22517,11.49,387,3302,197.46,1684.76,1882.22
TX,Frisco Police Department,33.194745,-96.579846,TX0430400,Frisco,193140,6742,3.49,197,3113,102.0,1611.78,1713.78
TX,McKinney Police Department,33.194745,-96.579846,TX0430500,McKinney,189394,12435,6.57,224,1937,118.27,1022.74,1141.01
TX,Brownsville Police Department,25.90872,-97.49824,TX0310100,Brownsville,185849,48908,26.32,750,3883,403.55,2089.33,2492.88
TX,Pasadena Police Department,29.690775,-95.19727,TX1011500,Pasadena,151964,27018,17.78,910,4059,598.83,2671.03,3269.85
TX,Killeen Police Department,31.042303,-97.481374,TX0140400,Killeen,150082,23476,15.64,775,2807,516.38,1870.31,2386.7
TX,McAllen Police Department,26.396384,-98.18099,TX1080800,McAllen,141941,29546,20.82,211,2842,148.65,2002.24,2150.89
TX,Denton Police Department,33.214447,-97.12535,TX0610200,Denton,139704,20663,14.79,384,3405,274.87,2437.3,2712.16
TX,Waco Police Department,31.549493,-97.201472,TX1551200,Waco,136800,31843,23.28,743,3877,543.13,2834.06,3377.19
TX,Carrollton Police Department,32.766987,-96.778424,TX0570400,Carrollton,131388,8250,6.28,232,2026,176.58,1542.0,1718.57
TX,Midland Police Department,32.002758,-102.07577,TX1650100,Midland,130765,13681,10.46,582,2562,445.07,1959.24,2404.31
UT,West Valley Police Department,40.694046,-111.96,UT0182500,West Valley,139361,14963,10.74,580,2897,416.19,2078.77,2494.96
UT,West Jordan Police Department,40.605957,-111.93876,UT0180600,West Jordan,116045,7444,6.41,362,2084,311.95,1795.86,2107.8
UT,Provo Police Department,40.120409,-111.668667,UT0250600,Provo,113538,25201,22.2,198,1543,174.39,1359.02,1533.41
UT,Orem Police Department,40.297047,-111.74691,UT0250300,Orem,96734,9973,10.31,145,1407,149.9,1454.5,1604.4
UT,Sandy Police Department,40.569614,-111.89574,UT0180500,Sandy,96272,3931,4.08,151,2279,156.85,2367.25,2524.1
UT,St. George Police Department,37.112602,-113.57904,UT0270100,St. George,92875,9632,10.37,177,1134,190.58,1221.0,1411.57
UT,Layton Police Department,41.06627,-111.95716,UT0060300,Layton,80858,5680,7.02,102,1255,126.15,1552.1,1678.25
UT,South Jordan Police Department,40.667883,-111.92424,UT0181800,South Jordan,75617,2105,2.78,76,965,100.51,1276.17,1376.67
UT,Lehi Police Department,40.394375,-111.84098,UT0250200,Lehi,73911,3847,5.2,71,641,96.06,867.26,963.32
UT,Taylorsville City Police Department,40.667883,-111.92424,UT0183900,Taylorsville City,60295,5409,8.97,124,1231,205.66,2041.63,2247.28
UT,Logan Police Department,41.68679,-111.82526,UT0030100,Logan,52420,12188,23.25,116,786,221.29,1499.43,1720.72
UT,Murray Police Department,40.667883,-111.92424,UT0180200,Murray,50183,3381,6.74,148,1973,294.92,3931.61,4226.53
UT,Draper Police Department,40.525146,-111.86235,UT0181200,Draper,49978,2213,4.43,75,731,150.07,1462.64,1612.71
UT,Bountiful Police Department,40.881683,-111.880646,UT0060100,Bountiful,45496,2273,5.0,12,145,26.38,318.71,345.09
UT,Riverton Police Department,40.667883,-111.92424,UT0181700,Riverton,44773,1438,3.21,25,402,55.84,897.86,953.7
UT,Spanish Fork Police Department,40.109997,-111.66741,UT0250700,Spanish Fork,41953,2508,5.98,35,404,83.43,962.98,1046.41
UT,Roy Police Department,41.17196,-112.02604,UT0290200,Roy,39076,2257,5.78,79,393,202.17,1005.73,1207.9
UT,Pleasant Grove Police Department,40.362473,-111.739105,UT0250500,Pleasant Grove,37228,2246,6.03,59,347,158.48,932.09,1090.58
UT,Saratoga Springs Police Department,40.120409,-111.668667,UT0252200,Saratoga Springs,36977,1723,4.66,55,251,148.74,678.8,827.54
UT,Tooele Police Department,40.536877,-112.298515,UT0230100,Tooele,35223,1775,5.04,150,748,425.86,2123.61,2549.47
UT,Springville Police Department,37.20105,-113.18794,UT0250800,Springville,34750,2650,7.63,39,354,112.23,1018.71,1130.94
UT,Cedar City Police Department,37.677555,-113.061646,UT0110100,Cedar City,34246,6409,18.71,67,608,195.64,1775.39,1971.03
UT,Cottonwood Heights Police Department,40.667883,-111.92424,UT0184200,Cottonwood Heights,33597,2031,6.05,17,571,50.6,1699.56,1750.16
UT,Kaysville Police Department,41.0332,-111.93719,UT0060600,Kaysville,32438,1023,3.15,30,218,92.48,672.05,764.54
UT,Clearfield Police Department,41.115345,-112.02599,UT0060200,Clearfield,31802,3659,11.51,86,462,270.42,1452.74,1723.16
VA,Virginia Beach Police Department,36.7545,-76.05844,VA1280000,Virginia Beach,457658,34987,7.64,433,7548,94.61,1649.27,1743.88
VA,Chesapeake Police Department,36.71744,-76.24797,VA1030000,Chesapeake,247172,19272,7.8,1059,4649,428.45,1880.88,2309.32
VA,Norfolk Police Department,36.923015,-76.244641,VA1170000,Norfolk,238556,36988,15.5,1240,8827,519.79,3700.18,4219.97
VA,Richmond Police Department,37.545868,-77.44456,VA1220000,Richmond,225676,42803,18.97,825,8609,365.57,3814.76,4180.33
VA,Newport News Police Department,37.02934,-76.45062,VA1160000,Newport News,185069,27876,15.06,1608,4651,868.87,2513.12,3381.98
VA,Alexandria Police Department,38.818343,-77.082026,VA0990000,Alexandria,158185,15002,9.48,353,3745,223.16,2367.48,2590.64
VA,Hampton Police Department,37.04803,-76.297149,VA1110000,Hampton,136748,18982,13.88,397,4176,290.32,3053.79,3344.11
VA,Roanoke Police Department,37.278458,-79.958174,VA1230000,Roanoke,99578,18045,18.12,561,3815,563.38,3831.17,4394.54
VA,Portsmouth Police Department,36.85943,-76.356269,VA1200000,Portsmouth,97454,16062,16.48,798,4418,818.85,4533.42,5352.27
VA,Suffolk Police Department,36.697157,-76.634781,VA1270000,Suffolk,93268,8887,9.53,551,1656,590.77,1775.53,2366.3
VA,Lynchburg Police Department,37.399016,-79.195458,VA1140000,Lynchburg,78973,12123,15.35,266,1599,336.82,2024.74,2361.57
VA,Harrisonburg Police Department,38.450462,-78.86833,VA1120000,Harrisonburg,52062,11608,22.3,114,1021,218.97,1961.12,2180.09
VA,Leesburg Police Department,39.08113,-77.638857,VA0530100,Leesburg,48223,1732,3.59,125,820,259.21,1700.43,1959.65
VA,Charlottesville Police Department,38.037658,-78.485381,VA1020000,Charlottesville,46597,10161,21.81,145,1585,311.18,3401.51,3712.69
VA,Blacksburg Police Department,37.174884,-80.387314,VA0600100,Blacksburg,44385,15905,35.83,40,311,90.12,700.69,790.81
VA,Burkeville Police Department,37.143695,-78.052162,VA0670300,Burkeville,44191,783,1.77,0,0,0.0,0.0,0.0
VA,Manassas Police Department,38.748627,-77.46407,VA0750100,Manassas,42596,2385,5.6,111,779,260.59,1828.81,2089.4
VA,Danville Police Department,36.583334,-79.408071,VA1070000,Danville,42556,9497,22.32,155,1282,364.23,3012.5,3376.73
VA,Petersburg Police Department,37.20473,-77.392368,VA1190000,Petersburg,33229,6995,21.05,232,1134,698.19,3412.68,4110.87
VA,Fredericksburg Police Department,38.299272,-77.486658,VA1090000,Fredericksburg,28027,3655,13.04,142,1007,506.65,3592.96,4099.62
VA,Staunton Police Department,38.158056,-79.061501,VA1260000,Staunton,25358,2957,11.66,44,399,173.52,1573.47,1746.98
VA,Salem Police Department,37.285333,-80.055241,VA0800100,Salem,25335,2273,8.97,22,478,86.84,1886.72,1973.55
VA,Herndon Police Department,38.960934,-77.372475,VA0290200,Herndon,24574,1802,7.33,52,342,211.61,1391.71,1603.32
VA,Fairfax City Police Department,38.85312,-77.295586,VA1075000,Fairfax City,23980,2331,9.72,32,689,133.44,2873.23,3006.67
VA,Christiansburg Police Department,37.131126,-80.40731,VA0600300,Christiansburg,23174,2970,12.82,36,491,155.35,2118.75,2274.1
VT,Burlington Police Department,44.48222,-73.22062,VT0040100,Burlington,44703,8943,20.01,183,2944,409.37,6585.69,6995.06
VT,South Burlington Police Department,44.455273,-73.13991,VT0040300,South Burlington,20042,1526,7.61,53,1127,264.44,5623.19,5887.64
VT,Rutland Police Department,43.605415,-72.97736,VT0110200,Rutland,15934,1881,11.8,65,638,407.93,4004.02,4411.95
