State,Agency Name,Latitude,Longitude,ORI,City,Population,Poverty,Poverty Rate
NJ,Paterson Police Department,40.91896,-74.170715,NJ0160800,Paterson,157927.0,39223.0,24.84
NJ,Elizabeth Police Department,40.659871,-74.308696,NJ0200400,Elizabeth,135772.0,19722.0,14.53
NJ,Toms River Township Police Department,39.986946,-74.181694,NJ0150700,Toms River Township,91798.0,6773.0,7.38
NJ,Trenton Police Department,40.227024,-74.75254,NJ0111100,Trenton,90097.0,24202.0,26.86
NJ,Clifton Police Department,40.86561,-74.160416,NJ0160200,Clifton,89460.0,7772.0,8.69
NJ,Bayonne Police Department,40.731384,-74.078627,NJ0090100,Bayonne,70553.0,7844.0,11.12
NJ,Passaic Police Department,41.033763,-74.300307,NJ0160700,Passaic,70308.0,17733.0,25.22
NJ,East Orange Police Department,40.76055,-74.209236,NJ0070600,East Orange,68918.0,12169.0,17.66
NJ,Orange Police Department,40.771152,-74.224846,NJ0071700,Orange,68918.0,12169.0,17.66
NJ,Lakewood Township Police Department,40.093304,-74.21318,NJ0151400,Lakewood Township,66752.0,18014.0,26.99
NJ,Hoboken Police Department,40.73738,-74.029785,NJ0090500,Hoboken,59369.0,3952.0,6.66
NJ,New Brunswick Police Department,40.494114,-74.44651,NJ0121400,New Brunswick,55671.0,16540.0,29.71
NJ,Perth Amboy Police Department,40.51528,-74.27578,NJ0121600,Perth Amboy,55046.0,11340.0,20.6
NJ,West New York Police Department,40.788315,-74.015236,NJ0091200,West New York,52485.0,10387.0,19.79
NJ,Hackensack Police Department,40.885597,-74.043846,NJ0022300,Hackensack,45723.0,5564.0,12.17
NJ,Sayreville Police Department,40.476875,-74.30209,NJ0121900,Sayreville,45062.0,2374.0,5.27
NJ,Linden Police Department,40.659871,-74.308696,NJ0200900,Linden,43387.0,3308.0,7.62
NJ,Kearny Police Department,40.772007,-74.13843,NJ0090700,Kearny,41790.0,4034.0,9.65
NJ,Fort Lee Police Department,40.84407,-73.98105,NJ0021900,Fort Lee,39701.0,3713.0,9.35
NJ,Atlantic City Police Department,39.35547,-74.44455,NJ0010200,Atlantic City,38481.0,14007.0,36.4
NJ,Fair Lawn Police Department,40.935867,-74.13274,NJ0021700,Fair Lawn,34820.0,2027.0,5.82
NJ,Garfield Police Department,40.878628,-74.102425,NJ0022100,Garfield,32481.0,4761.0,14.66
NJ,Long Branch Police Department,40.303596,-73.99368,NJ0132500,Long Branch,31734.0,6708.0,21.14
NJ,Westfield Police Department,40.654408,-74.34541,NJ0202000,Westfield,30950.0,619.0,2.0
NM,Albuquerque Police Department,35.089184,-106.65081,NM0010100,Albuquerque,562336.0,90345.0,16.07
NM,Las Cruces Police Department,32.316395,-106.77963,NM0070100,Las Cruces,109934.0,23689.0,21.55
NM,Rio Rancho Police Department,35.268604,-106.634796,NM0230600,Rio Rancho,102403.0,7195.0,7.03
NM,Roswell Police Department,33.361604,-104.469837,NM0030100,Roswell,48347.0,10793.0,22.32
NM,Farmington Police Department,36.73906,-108.215805,NM0240200,Farmington,46696.0,9006.0,19.29
NM,Hobbs Police Department,32.702976,-103.13619,NM0130200,Hobbs,39476.0,6765.0,17.14
NM,Clovis Police Department,34.572984,-103.346055,NM0050100,Clovis,38505.0,7822.0,20.31
NM,Carlsbad Police Department,32.457858,-104.306471,NM0080200,Carlsbad,31525.0,4807.0,15.25
NM,Gallup Police Department,35.526714,-108.74098,NM0170100,Gallup,21901.0,6050.0,27.62
NM,Los Lunas Police Department,34.71684,-106.806582,NM0320300,Los Lunas,17072.0,1735.0,10.16
NM,Sunland Park Police Department,31.795942,-106.555046,NM0070600,Sunland Park,16488.0,4788.0,29.04
NM,Deming Police Department,32.269485,-107.75179,NM0160100,Deming,14730.0,4006.0,27.2
NM,Las Vegas Police Department,35.591564,-105.22732,NM0250100,Las Vegas,13247.0,3669.0,27.7
NM,Artesia Police Department,32.457858,-104.306471,NM0080100,Artesia,12637.0,2354.0,18.63
NM,Portales Police Department,34.197777,-103.334984,NM0220100,Portales,12151.0,2598.0,21.38
NM,Lovington Police Department,32.946884,-103.3474,NM0130400,Lovington,11505.0,2391.0,20.78
NM,Grants Police Department,34.93205,-108.000255,NM0330100,Grants,9208.0,2617.0,28.42
NM,Bernalillo Police Department,35.685071,-106.882619,NM0230100,Bernalillo,9049.0,1357.0,15.0
NM,Anthony Police Department,32.350912,-106.832182,NM0070200,Anthony,8748.0,3334.0,38.11
NM,Socorro Police Department,33.991614,-106.939003,NM0280100,Socorro,8553.0,2024.0,23.66
NM,Corrales Police Department,35.22278,-106.616104,NM0230300,Corrales,8488.0,249.0,2.93
NM,Ruidoso Police Department,33.352177,-105.67355,NM0140100,Ruidoso,7636.0,719.0,9.42
NM,Bloomfield Police Department,36.71903,-107.97912,NM0240300,Bloomfield,7514.0,1682.0,22.38
NM,Belen Police Department,34.660484,-106.774734,NM0320100,Belen,7374.0,1499.0,20.33
NM,Aztec Police Department,36.822765,-107.9963,NM0240100,Aztec,6283.0,1809.0,28.79
NV,Henderson Police Department,36.03084,-114.98376,NV0020300,Henderson,311250.0,23697.0,7.61
NV,Reno Police Department,40.703311,-119.710315,NV0160100,Reno,259913.0,32051.0,12.33
NV,North Las Vegas Police Department,36.214236,-115.013819,NV0020200,North Las Vegas,259638.0,32931.0,12.68
NV,Sparks Police Department,39.53786,-119.76551,NV0160200,Sparks,106900.0,9395.0,8.79
NV,Elko Police Department,40.841106,-115.75706,NV0040100,Elko,20391.0,2454.0,12.03
NV,Mesquite Police Department,36.804005,-114.06781,NV0020900,Mesquite,20019.0,1626.0,8.12
NV,Boulder City Police Department,35.978218,-114.83407,NV0020400,Boulder City,14868.0,1657.0,11.14
NV,Fallon Police Department,39.4748,-118.77769,NV0010100,Fallon,9068.0,1050.0,11.58
NV,Winnemucca Police Department,41.407914,-118.127591,NV0070100,Winnemucca,8325.0,1120.0,13.45
NV,West Wendover Police Department,41.141133,-115.351424,NV0040500,West Wendover,4517.0,647.0,14.32
NV,Yerington Police Department,38.995132,-119.16177,NV0100100,Yerington,3093.0,632.0,20.43
NV,Carlin Police Department,41.141133,-115.351424,NV0040200,Carlin,2279.0,155.0,6.8
NV,Lovelock Police Department,40.439639,-118.409477,NV0140100,Lovelock,1747.0,299.0,17.12
NY,Buffalo Police Department,42.965775,-78.74092,NY0140100,Buffalo,276011.0,73730.0,26.71
NY,Yonkers Police Department,40.92953,-73.89687,NY0590700,Yonkers,209730.0,27378.0,13.05
NY,Albany Police Department,42.588272,-73.974015,NY0010100,Albany,99402.0,19541.0,19.66
NY,Cheektowaga Town Police Department,42.903458,-78.75433,NY0145500,Cheektowaga Town,76497.0,7193.0,9.4
NY,Mount Vernon Police Department,40.912704,-73.8375,NY0590300,Mount Vernon,72855.0,9132.0,12.53
NY,Schenectady Police Department,42.814327,-73.93844,NY0460100,Schenectady,66809.0,13505.0,20.21
NY,Utica Police Department,43.104015,-75.23255,NY0320200,Utica,64723.0,17492.0,27.03
NY,White Plains Police Department,41.029545,-73.771935,NY0590200,White Plains,59452.0,4955.0,8.33
NY,Hempstead Village Police Department,40.70976,-73.62349,NY0290600,Hempstead Village,58532.0,9913.0,16.94
NY,Tonawanda Town Police Department,42.98086,-78.86628,NY0147200,Tonawanda Town,57401.0,5169.0,9.01
NY,Irondequoit Town Police Department,43.21119,-77.581154,NY0270200,Irondequoit Town,51054.0,4245.0,8.31
NY,Troy Police Department,42.729664,-73.68714,NY0410200,Troy,50717.0,10759.0,21.21
NY,Niagara Falls Police Department,43.456731,-78.792142,NY0310200,Niagara Falls,48763.0,11514.0,23.61
NY,Binghamton Police Department,42.097076,-75.911995,NY0030100,Binghamton,47828.0,14894.0,31.14
NY,West Seneca Town Police Department,42.832394,-78.753716,NY0147400,West Seneca Town,45390.0,3010.0,6.63
NY,Freeport Village Police Department,40.65861,-73.58728,NY0290400,Freeport Village,44328.0,3017.0,6.81
NY,Brighton Town Police Department,43.126137,-77.574745,NY0275000,Brighton Town,36986.0,2978.0,8.05
NY,Long Beach Police Department,40.589405,-73.665955,NY0290200,Long Beach,34820.0,1705.0,4.9
NY,New York Mills Village Police Department,43.242727,-75.434282,NY0324000,New York Mills Village,34118.0,1250.0,3.66
NY,New Hartford Town and Village Police Department,43.05529,-75.27844,NY0324100,New Hartford Town and Village,34118.0,1250.0,3.66
NY,New Windsor Town Police Department,41.48312,-74.0622,NY0356700,New Windsor Town,34118.0,1250.0,3.66
NY,Newburgh Town Police Department,41.531647,-74.06472,NY0356300,Newburgh Town,34118.0,1250.0,3.66
NY,New Paltz Town and Village Police Department,41.947216,-74.265458,NY0552700,New Paltz Town and Village,34118.0,1250.0,3.66
NY,New Berlin Town Police Department,42.622704,-75.33214,NY0082800,New Berlin Town,34118.0,1250.0,3.66
NY,New Rochelle Police Department,41.15277,-73.745912,NY0590400,New Rochelle,34118.0,1250.0,3.66
OH,Columbus Police Department,39.9643,-83.0046,OHCOP0000,Columbus,898143.0,160570.0,17.88
OH,Cleveland Police Department,41.53992,-81.62757,OHCLP0000,Cleveland,374861.0,114442.0,30.53
OH,Cincinnati Police Department,39.103947,-84.518715,OHCIP0000,Cincinnati,308664.0,73391.0,23.78
OH,Toledo Police Department,41.65603,-83.535126,OH0480700,Toledo,271454.0,64598.0,23.8
OH,Akron Police Department,41.07928,-81.518654,OH0770100,Akron,191483.0,42844.0,22.37
OH,Dayton Police Department,39.758675,-84.197075,OH0570200,Dayton,138416.0,35824.0,25.88
OH,Parma Police Department,41.382565,-81.72852,OH0184200,Parma,80880.0,7872.0,9.73
OH,Canton Police Department,40.79727,-81.37636,OH0760400,Canton,71097.0,20790.0,29.24
OH,Hamilton Police Department,39.39787,-84.56464,OH0090200,Hamilton,63127.0,10060.0,15.94
OH,Youngstown Police Department,41.099815,-80.65149,OH0500900,Youngstown,61274.0,20239.0,33.03
OH,Kettering Police Department,39.69592,-84.16295,OH0570500,Kettering,57503.0,5051.0,8.78
OH,Elyria Police Department,41.369877,-82.11018,OH0470400,Elyria,52853.0,10588.0,20.03
OH,Cuyahoga Falls Police Department,41.138668,-81.48351,OH0770300,Cuyahoga Falls,50906.0,4767.0,9.36
OH,Lakewood Police Department,41.484337,-81.776634,OH0182600,Lakewood,50841.0,6321.0,12.43
OH,Middletown Police Department,39.51933,-84.400795,OH0090300,Middletown,50114.0,10068.0,20.09
OH,Newark Police Department,40.093609,-82.481251,OH0450100,Newark,49703.0,8137.0,16.37
OH,Euclid Police Department,41.600502,-81.52682,OH0181800,Euclid,49382.0,10066.0,20.38
OH,Dublin Police Department,40.101982,-83.14079,OH0250300,Dublin,48613.0,908.0,1.87
OH,Mansfield Police Department,40.759254,-82.51401,OH0700100,Mansfield,47437.0,10425.0,21.98
OH,Mentor Police Department,41.924116,-81.392643,OH0430600,Mentor,47369.0,2200.0,4.64
OH,Beavercreek Police Department,39.729694,-84.068794,OH0291100,Beavercreek,46320.0,3283.0,7.09
OH,Strongsville Police Department,41.31448,-81.83247,OH0185100,Strongsville,46187.0,2068.0,4.48
OH,Cleveland Heights Police Department,41.51443,-81.55112,OH0181500,Cleveland Heights,45267.0,7287.0,16.1
OH,Huber Heights Police Department,39.862236,-84.12629,OH0571400,Huber Heights,42650.0,3348.0,7.85
OH,Grove City Police Department,39.969575,-83.006863,OH0250600,Grove City,41025.0,2013.0,4.91
OK,Oklahoma City Police Department,35.468613,-97.524315,OK0550600,Oklahoma City,673183.0,98848.0,14.68
OK,Tulsa Police Department,36.149185,-95.99595,OK0720500,Tulsa,410652.0,72724.0,17.71
OK,Norman Police Department,35.221004,-97.44601,OK0140200,Norman,125745.0,19764.0,15.72
OK,Broken Arrow Police Department,36.03047,-95.78848,OK0720100,Broken Arrow,112751.0,9072.0,8.05
OK,Edmond Police Department,35.654186,-97.480965,OK0550300,Edmond,93522.0,9701.0,10.37
OK,Lawton Police Department,34.60796,-98.39359,OK0160100,Lawton,91247.0,15871.0,17.39
OK,Moore Police Department,35.338253,-97.486305,OK0140100,Moore,62633.0,6363.0,10.16
OK,Midwest City Police Department,35.46556,-97.388535,OK0550400,Midwest City,58146.0,8759.0,15.06
OK,Enid Police Department,36.378273,-97.787729,OK0240100,Enid,51129.0,7388.0,14.45
OK,Stillwater Police Department,36.079225,-96.975255,OK0600200,Stillwater,48055.0,12733.0,26.5
OK,Owasso Police Department,36.26722,-95.85503,OK0721000,Owasso,37559.0,2298.0,6.12
OK,Muskogee Police Department,35.617551,-95.383911,OK0510100,Muskogee,37214.0,8644.0,23.23
OK,Bartlesville Police Department,36.75313,-95.97683,OK0740100,Bartlesville,37074.0,5440.0,14.67
OK,Shawnee Police Department,35.328705,-96.92376,OK0630100,Shawnee,31237.0,5478.0,17.54
OK,Bixby Police Department,36.120318,-95.941813,OK0720600,Bixby,28091.0,1935.0,6.89
OK,Jenks Police Department,36.120318,-95.941813,OK0720800,Jenks,25210.0,1862.0,7.39
OK,Ardmore Police Department,34.251848,-97.287927,OK0100100,Ardmore,24829.0,4578.0,18.44
OK,Ponca City Police Department,36.701534,-97.082504,OK0360300,Ponca City,24499.0,4206.0,17.17
OK,Yukon Police Department,35.507072,-97.73825,OK0090200,Yukon,23697.0,2145.0,9.05
OK,Duncan Police Department,34.50145,-97.95543,OK0690200,Duncan,22664.0,3833.0,16.91
OK,Sapulpa Police Department,35.99901,-96.10745,OK0190300,Sapulpa,21853.0,2788.0,12.76
OK,Del City Police Department,35.4371,-97.437035,OK0550200,Del City,21778.0,4284.0,19.67
OK,Bethany Police Department,35.554611,-97.409401,OK0550100,Bethany,20542.0,3309.0,16.11
OK,Sand Springs Police Department,36.120318,-95.941813,OK0720300,Sand Springs,19935.0,1929.0,9.68
OK,Mustang Police Department,35.378815,-97.69633,OK0090500,Mustang,19847.0,1022.0,5.15
OR,Portland Police Department,45.515236,-122.676056,OR0260200,Portland,647176.0,79615.0,12.3
OR,Salem Police Department,44.93544,-123.04113,OR0240200,Salem,174193.0,24503.0,14.07
OR,Eugene Police Department,44.051296,-123.08966,OR0200200,Eugene,173278.0,32760.0,18.91
OR,Gresham Police Department,45.50593,-122.435295,OR0260100,Gresham,114164.0,17099.0,14.98
OR,Hillsboro Police Department,45.5212,-122.973854,OR0340300,Hillsboro,105909.0,8197.0,7.74
OR,Bend Police Department,44.055473,-121.33363,OR0090100,Bend,97042.0,9676.0,9.97
OR,Medford Police Department,42.323277,-122.87611,OR0150400,Medford,84894.0,12238.0,14.42
OR,Springfield Police Department,43.928305,-122.897659,OR0200600,Springfield,62138.0,9855.0,15.86
OR,Corvallis Police Department,44.493882,-123.424664,OR0020100,Corvallis,59407.0,13795.0,23.22
OR,Albany Police Department,44.629757,-123.09799,OR0220100,Albany,55776.0,5994.0,10.75
OR,Tigard Police Department,45.4259,-122.765755,OR0340400,Tigard,54750.0,3659.0,6.68
OR,Lake Oswego Police Department,45.160493,-122.195127,OR0030400,Lake Oswego,40390.0,1693.0,4.19
OR,Keizer Police Department,44.900898,-122.57626,OR0241700,Keizer,39119.0,4018.0,10.27
OR,Grants Pass Police Department,42.44356,-123.32451,OR0170100,Grants Pass,38902.0,6225.0,16.0
OR,Oregon City Police Department,45.160493,-122.195127,OR0030700,Oregon City,37160.0,2180.0,5.87
OR,McMinnville Police Department,45.20876,-123.19911,OR0360100,McMinnville,34224.0,5825.0,17.02
OR,Redmond Police Department,43.915118,-121.225575,OR0090200,Redmond,33160.0,2561.0,7.72
OR,Tualatin Police Department,45.386482,-122.76633,OR0341200,Tualatin,27821.0,2811.0,10.1
OR,West Linn Police Department,45.361465,-122.60955,OR0030900,West Linn,27173.0,1263.0,4.65
OR,Woodburn Police Department,45.142204,-122.85922,OR0240500,Woodburn,25877.0,3698.0,14.29
OR,Forest Grove Police Department,45.553542,-123.097615,OR0340200,Forest Grove,25767.0,2571.0,9.98
OR,Roseburg Police Department,43.21138,-123.3444,OR0100500,Roseburg,23551.0,3953.0,16.78
OR,Klamath Falls Police Department,42.683761,-121.646168,OR0180100,Klamath Falls,21710.0,4866.0,22.41
OR,Ashland Police Department,42.194,-122.69845,OR0150100,Ashland,21348.0,3332.0,15.61
OR,Milwaukie Police Department,45.446583,-122.62958,OR0030500,Milwaukie,21108.0,1902.0,9.01
PA,Allentown Police Department,40.610153,-75.44659,PA0390100,Allentown,125250.0,27947.0,22.31
PA,Erie Police Department,42.128925,-80.08493,PA0250200,Erie,95536.0,22288.0,23.33
PA,Reading Police Department,40.33688,-75.92126,PA0061400,Reading,94161.0,26912.0,28.58
PA,Scranton Police Department,41.374607,-75.70051,PA0350400,Scranton,75987.0,14209.0,18.7
PA,Bethlehem Police Department,40.625484,-75.33419,PA0480300,Bethlehem,75599.0,11729.0,15.51
PA,Lancaster Police Department,40.041264,-76.30506,PA0360500,Lancaster,58034.0,10482.0,18.06
PA,Harrisburg Police Department,40.260048,-76.83105,PA0220200,Harrisburg,49969.0,13902.0,27.82
PA,Altoona Police Department,40.513184,-78.40563,PA0070100,Altoona,44114.0,8748.0,19.83
PA,Wilkes-Barre Police Department,41.272366,-75.91723,PA0401300,Wilkes-Barre,44086.0,8297.0,18.82
PA,State College Police Department,40.79319,-77.85999,PA0140300,State College,40352.0,12300.0,30.48
PA,Norristown Police Department,40.114376,-75.33891,PA0461900,Norristown,35607.0,6020.0,16.91
PA,Chester Police Department,39.85153,-75.35874,PA0230400,Chester,32819.0,8503.0,25.91
PA,Hazleton Police Department,41.172787,-75.976035,PA0400700,Hazleton,29339.0,6808.0,23.2
PA,Monroeville Police Department,40.46892,-79.98092,PA0021600,Monroeville,28607.0,2398.0,8.38
PA,Easton Police Department,40.66601,-75.235176,PA0480400,Easton,27860.0,4285.0,15.38
PA,Plum Police Department,40.504036,-79.7621,PA0028500,Plum,27123.0,963.0,3.55
PA,Lebanon Police Department,40.367344,-76.458009,PA0380200,Lebanon,26611.0,6667.0,25.05
PA,Pottstown Police Department,40.209999,-75.370201,PA0462200,Pottstown,23282.0,3547.0,15.23
PA,Chambersburg Police Department,39.935287,-77.65959,PA0280100,Chambersburg,22141.0,2892.0,13.06
PA,New Castle Police Department,41.002735,-80.347244,PA0370200,New Castle,21992.0,5571.0,25.33
PA,Baldwin Borough Police Department,40.38374,-79.95641,PA0020100,Baldwin Borough,21274.0,1565.0,7.36
PA,Murrysville Police Department,40.45808,-79.6645,PA0650100,Murrysville,20810.0,696.0,3.34
PA,Carlisle Police Department,40.20692,-77.19422,PA0210200,Carlisle,19869.0,2687.0,13.52
PA,West Mifflin Police Department,40.384403,-79.87857,PA0024700,West Mifflin,19638.0,2705.0,13.77
PA,Johnstown Police Department,40.32745,-78.91878,PA0110400,Johnstown,18647.0,6272.0,33.64
RI,Warwick Police Department,41.701786,-71.45817,RI0020300,Warwick,82666.0,5870.0,7.1
RI,Cranston Police Department,41.802887,-71.44183,RI0040200,Cranston,82654.0,6226.0,7.53
RI,Pawtucket Police Department,41.879257,-71.38248,RI0040800,Pawtucket,75200.0,11076.0,14.73
RI,Providence Police Department,41.869765,-71.578626,RI0040900,Providence,47171.0,5058.0,10.72
RI,East Providence Police Department,41.81337,-71.35126,RI0040400,East Providence,47171.0,5058.0,10.72
RI,Woonsocket Police Department,41.869765,-71.578626,RI0041200,Woonsocket,43044.0,7906.0,18.37
RI,Newport Police Department,41.492676,-71.31076,RI0030300,Newport,25322.0,3387.0,13.38
RI,Central Falls Police Department,41.88832,-71.39278,RI0040100,Central Falls,22192.0,5372.0,24.21
RI,Westerly Police Department,41.345066,-71.81429,RI0050400,Westerly,18241.0,987.0,5.41
RI,Cumberland Police Department,41.929527,-71.4016,RI0040300,Cumberland,8925.0,700.0,7.84
RI,Tiverton Police Department,41.64079,-71.185715,RI0030500,Tiverton,8240.0,568.0,6.89
RI,Narragansett Police Department,41.401162,-71.617612,RI0050100,Narragansett,3265.0,597.0,18.28
RI,Charlestown Police Department,41.37421,-71.66645,RI0050700,Charlestown,1482.0,75.0,5.06
RI,Hopkinton Police Department,41.460197,-71.76621,RI0050600,Hopkinton,688.0,15.0,2.18
RI,Foster Police Department,41.782475,-71.72149,RI0041300,Foster,276.0,58.0,21.01
SC,Charleston Police Department,32.787556,-79.95888,SC0100100,Charleston,147928.0,17092.0,11.55
SC,Columbia Police Department,34.00228,-81.040215,SC0400100,Columbia,137276.0,26890.0,19.59
SC,North Charleston Police Department,32.87881,-80.01314,SC0100800,North Charleston,114542.0,19720.0,17.22
SC,Mount Pleasant Police Department,32.8015,-79.89017,SC0100300,Mount Pleasant,88900.0,5001.0,5.63
SC,Rock Hill Police Department,34.924366,-81.02726,SC0460300,Rock Hill,72883.0,9413.0,12.92
SC,Greenville Police Department,34.852623,-82.38797,SC0230200,Greenville,69725.0,9123.0,13.08
SC,Summerville Police Department,33.024467,-80.176,SC0180200,Summerville,50318.0,5211.0,10.36
SC,Goose Creek Police Department,33.2077,-79.953655,SC0080300,Goose Creek,44502.0,3539.0,7.95
SC,Florence Police Department,34.199226,-79.76832,SC0210100,Florence,39816.0,7139.0,17.93
SC,Spartanburg Police Department,34.933239,-81.991053,SC0420100,Spartanburg,37990.0,8619.0,22.69
SC,Greer Police Department,34.961967,-82.20906,SC0230300,Greer,35151.0,3558.0,10.12
SC,Myrtle Beach Police Department,33.697033,-78.88194,SC0260600,Myrtle Beach,35116.0,6778.0,19.3
SC,Aiken Police Department,33.550013,-81.632983,SC0020100,Aiken,31516.0,4355.0,13.82
SC,Anderson Police Department,34.501434,-82.64977,SC0040100,Anderson,28796.0,5760.0,20.0
SC,Bluffton Police Department,32.358147,-80.68932,SC0070200,Bluffton,27596.0,1528.0,5.54
SC,Mauldin Police Department,34.892645,-82.372077,SC0230400,Mauldin,24735.0,1572.0,6.36
SC,Fort Mill Police Department,34.97019,-81.183188,SC0460200,Fort Mill,24069.0,871.0,3.62
SC,North Augusta Police Department,33.550013,-81.632983,SC0020300,North Augusta,24013.0,1818.0,7.57
SC,Simpsonville Police Department,34.73548,-82.26074,SC0230500,Simpsonville,23190.0,1314.0,5.67
SC,Lexington Police Department,33.892556,-81.272851,SC0320400,Lexington,23068.0,1820.0,7.89
SC,Easley Police Department,34.88538,-82.723376,SC0390300,Easley,22643.0,2631.0,11.62
SC,Greenwood Police Department,34.155796,-82.127876,SC0240100,Greenwood,22363.0,5148.0,23.02
SC,Conway Police Department,33.909269,-78.976675,SC0260200,Conway,22001.0,3291.0,14.96
SC,Hanahan Police Department,32.903206,-80.0083,SC0080600,Hanahan,20381.0,2471.0,12.12
SC,North Myrtle Beach Police Department,33.909269,-78.976675,SC0260700,North Myrtle Beach,18502.0,1431.0,7.73
SD,Sioux Falls Police Department,43.553837,-96.73019,SD0490200,Sioux Falls,189258.0,17432.0,9.21
SD,Rapid City Police Department,44.078087,-103.22213,SD0510100,Rapid City,73942.0,10175.0,13.76
SD,Brookings Police Department,44.308067,-96.80033,SD0050100,Brookings,23432.0,3056.0,13.04
SD,Watertown Police Department,44.89872,-97.113434,SD0140100,Watertown,22577.0,2941.0,13.03
SD,Mitchell Police Department,43.709465,-98.02698,SD0170100,Mitchell,15677.0,2424.0,15.46
SD,Yankton Police Department,43.006607,-97.388339,SD0660100,Yankton,15332.0,1503.0,9.8
SD,Huron Police Department,44.418265,-98.279422,SD0020100,Huron,14060.0,2005.0,14.26
SD,Box Elder Police Department,44.002349,-102.823801,SD0510300,Box Elder,11527.0,798.0,6.92
SD,Vermillion Police Department,42.779583,-96.93651,SD0130100,Vermillion,11506.0,2316.0,20.13
SD,Brandon Police Department,43.667472,-96.795726,SD0490300,Brandon,10745.0,224.0,2.08
SD,Sturgis Police Department,44.414597,-103.5156,SD0460100,Sturgis,7088.0,456.0,6.43
SD,Belle Fourche Police Department,44.666737,-103.84928,SD0090100,Belle Fourche,5561.0,559.0,10.05
SD,Tea Police Department,43.27942,-96.722286,SD0410500,Tea,5535.0,162.0,2.93
SD,Milbank Police Department,45.172637,-96.772261,SD0250100,Milbank,3488.0,227.0,6.51
SD,Hot Springs Police Department,43.431904,-103.477066,SD0230200,Hot Springs,3407.0,679.0,19.93
SD,Mobridge Police Department,45.533497,-100.43243,SD0640100,Mobridge,3215.0,597.0,18.57
SD,Canton Police Department,43.30186,-96.589,SD0410100,Canton,3054.0,239.0,7.83
SD,Lead Police Department,44.35102,-103.77256,SD0400200,Lead,2989.0,406.0,13.58
SD,North Sioux City Police Department,42.831106,-96.650829,SD0630500,North Sioux City,2956.0,372.0,12.58
SD,Winner Police Department,43.349729,-99.876219,SD0610100,Winner,2882.0,804.0,27.9
SD,Summerset Police Department,44.60521,-102.714139,SD0460300,Summerset,2875.0,146.0,5.08
SD,Lennox Police Department,43.27942,-96.722286,SD0410200,Lennox,2617.0,282.0,10.78
SD,Sisseton Police Department,45.664772,-97.049675,SD0540100,Sisseton,2433.0,468.0,19.24
SD,Pierre Police Department,44.354984,-100.30259,SD0320100,Pierre,2426.0,105.0,4.33
SD,Chamberlain Police Department,43.72988,-99.092941,SD0070100,Chamberlain,2400.0,337.0,14.04
TN,Memphis Police Department,35.14924,-90.047455,TNMPD0000,Memphis,634139.0,149869.0,23.63
TN,Knoxville Police Department,35.992726,-83.937721,TN0470100,Knoxville,189339.0,38738.0,20.46
TN,Chattanooga Police Department,35.159186,-85.202296,TN0330100,Chattanooga,180353.0,30396.0,16.85
TN,Clarksville Police Department,36.500354,-87.380887,TN0630100,Clarksville,163518.0,21055.0,12.88
TN,Murfreesboro Police Department,35.84415,-86.391716,TN0750100,Murfreesboro,148970.0,17554.0,11.78
TN,Franklin Police Department,35.895096,-86.896757,TN0940100,Franklin,81531.0,4118.0,5.05
TN,Johnson City Police Department,36.295665,-82.495037,TN0900100,Johnson City,69521.0,14207.0,20.44
TN,Jackson Police Department,35.610466,-88.81519,TN0570100,Jackson,67753.0,15182.0,22.41
TN,Hendersonville Police Department,36.473443,-86.459798,TN0830400,Hendersonville,60628.0,4272.0,7.05
TN,Bartlett Police Department,35.228004,-89.80908,TN0790600,Bartlett,57639.0,2757.0,4.78
TN,Kingsport Police Department,36.547108,-82.561806,TN0820200,Kingsport,55019.0,11250.0,20.45
TN,Smyrna Police Department,35.843369,-86.417213,TN0750200,Smyrna,52401.0,6182.0,11.8
TN,Collierville Police Department,35.042213,-89.667854,TN0790100,Collierville,50669.0,1435.0,2.83
TN,Spring Hill Police Department,35.615696,-87.077763,TN0600300,Spring Hill,48403.0,1200.0,2.48
TN,Cleveland Police Department,35.159904,-84.87444,TN0060100,Cleveland,46747.0,7793.0,16.67
TN,Brentwood Police Department,35.895096,-86.896757,TN0940300,Brentwood,44354.0,1150.0,2.59
TN,Gallatin Police Department,36.473443,-86.459798,TN0830100,Gallatin,43306.0,6109.0,14.11
TN,Columbia Police Department,35.615696,-87.077763,TN0600100,Columbia,40957.0,4982.0,12.16
TN,Germantown Police Department,35.09635,-89.80717,TN0790200,Germantown,40955.0,963.0,2.35
TN,La Vergne Police Department,35.843369,-86.417213,TN0750300,La Vergne,38127.0,4219.0,11.07
TN,Mount Juliet Police Department,36.148476,-86.29021,TN0950300,Mount Juliet,38059.0,2144.0,5.63
TN,Lebanon Police Department,36.1994,-86.28494,TN0950100,Lebanon,37471.0,5210.0,13.9
TN,Cookeville Police Department,36.140807,-85.496928,TN0710100,Cookeville,34068.0,6761.0,19.85
TN,Maryville Police Department,35.688185,-83.922973,TN0050200,Maryville,31281.0,2483.0,7.94
TN,Oak Ridge Police Department,36.116731,-84.195418,TN0010300,Oak Ridge,31087.0,4453.0,14.32
TX,Houston Police Department,29.75597,-95.36702,TXHPD0000,Houston,2293288.0,440369.0,19.2
TX,San Antonio Police Department,29.42295,-98.49757,TXSPD0000,San Antonio,1434540.0,249159.0,17.37
TX,Dallas Police Department,32.76778,-96.7956,TXDPD0000,Dallas,1300239.0,228269.0,17.56
