State,Year,Total Crimes,Violent_Total_Crimes,Property_Total_Crimes,Total Clearances,Prosecuted %,Violent_Crime_Rate,Property_Crime_Rate,Total_Crime_Rate,Total Pop,Partic Pop,Pop Coverage,Poverty Count,Poverty Rate
IL,2010,395559.0,55871.0,339688.0,2096.0,0.53,435.45,2647.48,3082.93,12830632,12295294,95.83,1572048.0,12.25
IL,2011,392509.0,53579.0,338930.0,2052.0,0.52,416.33,2633.64,3049.97,12869257,12455212,96.78,1640428.0,12.75
IL,2012,378610.0,51876.0,326734.0,2075.0,0.55,402.91,2537.69,2940.6,12875255,12344161,95.88,1710465.0,13.28
IL,2013,342375.0,50089.0,292286.0,1880.0,0.55,388.83,2268.93,2657.75,12882135,12451152,96.65,1772333.0,13.76
IL,2014,311647.0,46840.0,264807.0,1803.0,0.58,363.65,2055.86,2419.51,12880580,12422697,96.45,1810470.0,14.06
IL,2015,301113.0,48851.0,252262.0,1697.0,0.56,379.87,1961.6,2341.47,12859995,12342873,95.98,1801118.0,14.01
IL,2016,312340.0,54815.0,257525.0,1772.0,0.57,428.19,2011.67,2439.86,12801539,12274294,95.88,1753731.0,13.7
IL,2017,307139.0,55594.0,251545.0,1773.0,0.58,434.26,1964.88,2399.14,12802023,12293127,96.02,1698613.0,13.27
IL,2018,294965.0,52141.0,242824.0,1939.0,0.66,409.24,1905.84,2315.07,12741080,12339992,96.85,1635603.0,12.84
IL,2019,280838.0,51510.0,229328.0,1818.0,0.65,406.49,1809.75,2216.24,12671821,12126337,95.7,1557873.0,12.29
IL,2020,245663.0,51255.0,194408.0,1658.0,0.67,407.19,1544.45,1951.64,12587530,10990999,87.32,1488670.0,11.83
IL,2021,111559.0,21151.0,90408.0,13402.0,12.01,166.93,713.51,880.44,12670797,8462081,66.78,1483378.0,11.71
IL,2022,209253.0,32799.0,176454.0,21829.0,10.43,260.68,1402.43,1663.11,12582032,10645385,84.61,1467893.0,11.67
IL,2023,237551.0,36094.0,201457.0,27851.0,11.72,287.61,1605.27,1892.88,12549689,11077911,88.27,1454217.0,11.59
IN,2000,187006.0,17850.0,169156.0,32438.0,17.35,293.56,2781.95,3075.51,6080485,4503653,74.07,,
IN,2001,202705.0,20119.0,182586.0,36116.0,17.82,329.02,2986.0,3315.02,6114745,4839974,79.15,,
IN,2002,202379.0,19451.0,182928.0,36819.0,18.19,315.81,2970.06,3285.87,6159068,4913879,79.78,,
IN,2003,206368.0,19564.0,186804.0,35852.0,17.37,315.77,3015.09,3330.86,6195643,5129408,82.79,,
IN,2004,212793.0,18788.0,194005.0,32881.0,15.45,301.21,3110.27,3411.47,6237569,5187421,83.16,,
IN,2005,215484.0,18767.0,196717.0,34862.0,16.18,299.22,3136.45,3435.67,6271973,5117210,81.59,,
IN,2006,220930.0,18960.0,201970.0,36337.0,16.45,300.31,3199.01,3499.32,6313520,5392115,85.41,,
IN,2007,220210.0,20350.0,199860.0,39921.0,18.13,320.71,3149.74,3470.45,6345289,5499162,86.67,,
IN,2008,219256.0,20595.0,198661.0,43462.0,19.82,322.97,3115.38,3438.34,6376792,5614184,88.04,,
IN,2009,205410.0,20363.0,185047.0,38395.0,18.69,317.03,2880.96,3197.98,6423113,5599561,87.18,810520.0,12.62
IN,2010,205723.0,20007.0,185716.0,38141.0,18.54,308.57,2864.31,3172.88,6483802,5579328,86.05,842540.0,12.99
IN,2011,209703.0,20183.0,189520.0,37926.0,18.09,309.7,2908.12,3217.82,6516922,5600813,85.94,885150.0,13.58
IN,2012,204276.0,21383.0,182893.0,38165.0,18.68,327.09,2797.67,3124.76,6537334,5440631,83.22,927123.0,14.18
IN,2013,190801.0,21889.0,168912.0,38386.0,20.12,333.12,2570.61,2903.73,6570902,5458872,83.08,969881.0,14.76
IN,2014,178406.0,22065.0,156341.0,34155.0,19.14,334.48,2369.93,2704.41,6596855,5459046,82.75,983826.0,14.91
IN,2015,176076.0,23166.0,152910.0,33204.0,18.86,349.96,2309.93,2659.89,6619680,5382205,81.31,978043.0,14.77
IN,2016,172087.0,24155.0,147932.0,32459.0,18.86,364.16,2230.22,2594.39,6633053,5185161,78.17,957694.0,14.44
IN,2017,162518.0,23979.0,138539.0,31083.0,19.13,359.68,2078.04,2437.71,6666818,5062959,75.94,933540.0,14.0
IN,2018,147671.0,22572.0,125099.0,28440.0,19.26,337.3,1869.42,2206.72,6691878,5019270,75.01,908359.0,13.57
IN,2019,131975.0,20788.0,111187.0,24143.0,18.29,308.78,1651.57,1960.35,6732219,5155151,76.57,867996.0,12.89
IN,2020,129903.0,24149.0,105754.0,22197.0,17.09,357.5,1565.58,1923.08,6754953,5326947,78.86,838149.0,12.41
IN,2021,113061.0,20267.0,92794.0,19025.0,16.83,297.78,1363.42,1661.2,6805985,5522003,81.13,819005.0,12.03
IN,2022,114401.0,19923.0,94478.0,19166.0,16.75,291.57,1382.66,1674.23,6833037,5649931,82.69,810702.0,11.86
IN,2023,119570.0,21543.0,98027.0,20956.0,17.53,313.94,1428.51,1742.44,6862199,5616787,81.85,807582.0,11.77
KS,2000,94357.0,8158.0,86199.0,8946.0,9.48,303.45,3206.31,3509.76,2688418,2319071,86.26,,
KS,2001,99299.0,8770.0,90529.0,9178.0,9.24,325.46,3359.59,3685.05,2694641,2319038,86.06,,
KS,2002,99242.0,8790.0,90452.0,8967.0,9.04,323.65,3330.48,3654.13,2715884,2381464,87.69,,
KS,2003,93370.0,7903.0,85467.0,10493.0,11.24,290.18,3138.12,3428.3,2723507,2129611,78.19,,
KS,2004,115579.0,9922.0,105657.0,14145.0,12.24,362.71,3862.44,4225.15,2735502,2608265,95.35,,
KS,2005,109831.0,10238.0,99593.0,16617.0,15.13,373.01,3628.57,4001.59,2744687,2649330,96.53,,
KS,2006,114869.0,11722.0,103147.0,14661.0,12.76,424.08,3731.7,4155.78,2764075,2677417,96.86,,
KS,2007,113570.0,12394.0,101176.0,16857.0,14.84,446.47,3644.67,4091.14,2775997,2672050,96.26,,
KS,2008,102883.0,11118.0,91765.0,17546.0,17.05,396.77,3274.83,3671.59,2802134,2585992,92.29,,
KS,2009,97623.0,10889.0,86734.0,17231.0,17.65,386.31,3077.04,3463.35,2818747,2660435,94.38,328843.0,11.67
KS,2010,98831.0,10471.0,88360.0,17421.0,17.63,367.0,3096.96,3463.96,2853118,2765949,96.94,338792.0,11.87
KS,2011,97867.0,10078.0,87789.0,16038.0,16.39,351.0,3057.53,3408.53,2871238,2776600,96.7,347184.0,12.09
KS,2012,100994.0,10254.0,90740.0,16055.0,15.9,355.31,3144.25,3499.56,2885905,2809751,97.36,365656.0,12.67
KS,2013,94303.0,9698.0,84605.0,16899.0,17.92,335.11,2923.51,3258.62,2893957,2784827,96.23,382820.0,13.23
KS,2014,85831.0,9726.0,76105.0,15528.0,18.09,334.91,2620.68,2955.59,2904021,2671419,91.99,386062.0,13.29
KS,2015,86653.0,10865.0,75788.0,15386.0,17.76,373.16,2602.93,2976.09,2911641,2681404,92.09,381353.0,13.1
KS,2016,79589.0,9881.0,69708.0,14224.0,17.87,339.87,2397.7,2737.57,2907289,2530711,87.05,373162.0,12.84
KS,2017,81702.0,10440.0,71262.0,14393.0,17.62,358.38,2446.24,2804.62,2913123,2538624,87.14,361285.0,12.4
KS,2018,80159.0,11259.0,68900.0,7668.0,9.57,386.71,2366.47,2753.18,2911505,2489056,85.49,350280.0,12.03
KS,2019,73009.0,11069.0,61940.0,12478.0,17.09,379.95,2126.1,2506.05,2913314,2559893,87.87,337739.0,11.59
KS,2020,71648.0,11550.0,60098.0,12515.0,17.47,396.39,2062.53,2458.92,2913805,2532567,86.92,323644.0,11.11
KS,2021,74286.0,12343.0,61943.0,12561.0,16.91,420.61,2110.79,2531.4,2934582,2623164,89.39,327209.0,11.15
KS,2022,71248.0,12219.0,59029.0,12684.0,17.8,416.02,2009.74,2425.75,2937150,2652249,90.3,329870.0,11.23
KS,2023,69176.0,11729.0,57447.0,13240.0,19.14,398.87,1953.62,2352.49,2940546,2652642,90.21,328475.0,11.17
KY,2000,52697.0,6660.0,46037.0,13245.0,25.13,164.78,1139.03,1303.81,4041769,903260,22.35,,
KY,2001,60616.0,5824.0,54792.0,15141.0,24.98,143.25,1347.71,1490.96,4065556,1319205,32.45,,
KY,2002,62858.0,6757.0,56101.0,15605.0,24.83,165.09,1370.69,1535.78,4092891,1370240,33.48,,
KY,2003,63911.0,6438.0,57473.0,14257.0,22.31,156.34,1395.71,1552.06,4117827,1392518,33.82,,
KY,2004,103528.0,9346.0,94182.0,22051.0,21.3,225.43,2271.68,2497.1,4145922,3635844,87.7,,
KY,2005,105414.0,10288.0,95126.0,22678.0,21.51,246.51,2279.34,2525.85,4173405,3685803,88.32,,
KY,2006,111458.0,10811.0,100647.0,23159.0,20.78,257.03,2392.9,2649.93,4206074,3837670,91.24,,
KY,2007,109637.0,11597.0,98040.0,24687.0,22.52,273.42,2311.46,2584.88,4241474,3929054,92.63,,
KY,2008,120853.0,12318.0,108535.0,28886.0,23.9,288.53,2542.25,2830.78,4269245,3989055,93.44,,
KY,2009,116484.0,10881.0,105603.0,30183.0,25.91,252.22,2447.85,2700.07,4314113,4163100,96.5,719746.0,16.68
KY,2010,118928.0,10347.0,108581.0,27511.0,23.13,238.44,2502.23,2740.68,4339367,4204128,96.88,735782.0,16.96
KY,2011,128330.0,10371.0,117959.0,29690.0,23.14,237.36,2699.69,2937.05,4369356,4292857,98.25,756947.0,17.32
KY,2012,121133.0,9683.0,111450.0,29720.0,24.54,221.05,2544.28,2765.33,4380415,4314452,98.49,781485.0,17.84
KY,2013,113504.0,9235.0,104269.0,30032.0,26.46,210.11,2372.29,2582.4,4395295,4353991,99.06,796202.0,18.11
KY,2014,109380.0,9486.0,99894.0,30037.0,27.46,214.93,2263.4,2478.33,4413457,4386759,99.4,803866.0,18.21
KY,2015,107724.0,9899.0,97825.0,27761.0,25.77,223.7,2210.69,2434.39,4425092,4423398,99.96,805841.0,18.21
KY,2016,108771.0,10476.0,98295.0,26314.0,24.19,236.11,2215.36,2451.47,4436974,4436974,100.0,804139.0,18.12
KY,2017,106923.0,10461.0,96462.0,24808.0,23.2,234.86,2165.65,2400.5,4454189,4409249,98.99,783586.0,17.59
KY,2018,99537.0,9861.0,89676.0,24456.0,24.57,220.68,2006.89,2227.57,4468402,4439854,99.36,772080.0,17.28
KY,2019,96001.0,10069.0,85932.0,23771.0,24.76,225.37,1923.42,2148.79,4467673,4460061,99.83,747010.0,16.72
KY,2020,94101.0,12199.0,81902.0,19411.0,20.63,272.47,1829.29,2101.76,4477251,4473316,99.91,717895.0,16.03
KY,2021,85951.0,12268.0,73683.0,16913.0,19.68,272.05,1633.99,1906.04,4509394,4505498,99.91,709140.0,15.73
KY,2022,77676.0,9975.0,67701.0,15107.0,19.45,221.06,1500.36,1721.42,4512310,4510674,99.96,704758.0,15.62
KY,2023,80838.0,10200.0,70638.0,15052.0,18.62,225.36,1560.66,1786.02,4526154,4524497,99.96,707480.0,15.63
LA,2000,229763.0,28551.0,201212.0,47584.0,20.71,638.87,4502.42,5141.29,4468976,4137145,92.57,,
LA,2001,227578.0,29135.0,198443.0,53070.0,23.32,652.46,4443.98,5096.44,4465430,4131142,92.51,,
LA,2002,213024.0,27415.0,185609.0,49348.0,23.17,611.58,4140.61,4752.19,4482646,4073871,90.88,,
LA,2003,205987.0,26510.0,179477.0,47915.0,23.26,589.59,3991.63,4581.22,4496334,4031188,89.65,,
LA,2004,211774.0,27476.0,184298.0,54000.0,25.5,608.45,4081.21,4689.65,4515770,4092220,90.62,,
LA,2005,170847.0,23706.0,147141.0,40651.0,23.79,524.05,3252.72,3776.77,4523628,3055618,67.55,,
LA,2006,191868.0,28620.0,163248.0,45291.0,23.61,667.48,3807.3,4474.78,4287768,4007438,93.46,,
LA,2007,203460.0,30334.0,173126.0,48412.0,23.79,706.56,4032.56,4739.12,4293204,4119997,95.97,,
LA,2008,189493.0,28032.0,161461.0,47304.0,24.96,635.53,3660.59,4296.12,4410796,4117810,93.36,,
LA,2009,189843.0,26795.0,163048.0,46653.0,24.57,596.49,3629.68,4226.18,4492076,4250163,94.61,789634.0,17.58
LA,2010,183953.0,24160.0,159793.0,43241.0,23.51,532.94,3524.82,4057.75,4533372,4347060,95.89,780359.0,17.21
LA,2011,183929.0,23913.0,160016.0,42396.0,23.05,522.71,3497.74,4020.45,4574836,4287719,93.72,800705.0,17.5
LA,2012,177756.0,21818.0,155938.0,38680.0,21.76,474.11,3388.56,3862.67,4601893,4382996,95.24,821224.0,17.85
LA,2013,183771.0,22920.0,160851.0,47826.0,26.02,495.52,3477.51,3973.02,4625470,4480880,96.87,846780.0,18.31
LA,2014,180068.0,24061.0,156007.0,46574.0,25.86,517.48,3355.22,3872.7,4649676,4509555,96.99,874638.0,18.81
LA,2015,180114.0,24855.0,155259.0,46061.0,25.57,532.14,3324.09,3856.23,4670724,4585870,98.18,888280.0,19.02
LA,2016,178510.0,26166.0,152344.0,42968.0,24.07,558.9,3254.06,3812.96,4681666,4606448,98.39,889570.0,19.0
LA,2017,178949.0,25377.0,153572.0,41784.0,23.35,541.74,3278.42,3820.16,4684333,4511523,96.31,887574.0,18.95
LA,2018,171654.0,24302.0,147352.0,41116.0,23.95,521.5,3162.08,3683.58,4659978,4451494,95.53,878394.0,18.85
LA,2019,167271.0,24913.0,142358.0,38625.0,23.09,535.9,3062.26,3598.16,4648794,4381035,94.24,871467.0,18.75
LA,2020,154006.0,28096.0,125910.0,35307.0,22.93,604.82,2710.47,3315.3,4645318,4301052,92.59,845230.0,18.2
LA,2021,135073.0,27709.0,107364.0,26600.0,19.69,599.24,2321.86,2921.1,4624047,4129977,89.32,850486.0,18.39
LA,2022,142398.0,26414.0,115984.0,28722.0,20.17,575.44,2526.75,3102.19,4590241,4058706,88.42,842038.0,18.34
LA,2023,135473.0,23692.0,111781.0,27085.0,19.99,518.0,2443.97,2961.97,4573749,4114326,89.96,848769.0,18.56
MA,2000,191958.0,33182.0,158776.0,38649.0,20.13,522.63,2500.77,3023.39,6349097,6134470,96.62,,
MA,2001,195296.0,31742.0,163554.0,37756.0,19.33,497.58,2563.82,3061.4,6379304,6033648,94.58,,
MA,2002,193503.0,31220.0,162283.0,36560.0,18.89,485.7,2524.7,3010.41,6427801,5973616,92.93,,
MA,2003,191282.0,30910.0,160372.0,34943.0,18.27,480.46,2492.79,2973.25,6433422,6135286,95.37,,
MA,2004,184231.0,30194.0,154037.0,32245.0,17.5,470.57,2400.64,2871.2,6416505,6137341,95.65,,
MA,2005,180326.0,31783.0,148543.0,32264.0,17.89,496.71,2321.44,2818.15,6398743,6267081,97.94,,
MA,2006,184059.0,31827.0,152232.0,30494.0,16.57,494.42,2364.88,2859.31,6437193,6315478,98.11,,
MA,2007,182812.0,29524.0,153288.0,32093.0,17.56,457.75,2376.65,2834.4,6449755,6304030,97.74,,
MA,2008,184888.0,29903.0,154985.0,33946.0,18.36,460.19,2385.13,2845.32,6497967,6408272,98.62,,
MA,2009,182991.0,30341.0,152650.0,35097.0,19.18,460.16,2315.13,2775.29,6593587,6534868,99.11,633667.0,9.61
MA,2010,183656.0,30607.0,153049.0,35287.0,19.21,467.45,2337.47,2804.92,6547629,6438283,98.33,658391.0,10.06
MA,2011,173861.0,27736.0,146125.0,32402.0,18.64,421.04,2218.2,2639.24,6587536,6414683,97.38,673467.0,10.22
MA,2012,167338.0,26604.0,140734.0,31127.0,18.6,400.29,2117.53,2517.82,6646144,6484706,97.57,698286.0,10.51
MA,2013,162490.0,26773.0,135717.0,31777.0,19.56,400.03,2027.8,2427.82,6692824,6575784,98.25,725351.0,10.84
MA,2014,149073.0,25989.0,123084.0,30242.0,20.29,385.28,1824.71,2209.99,6745408,6551175,97.12,742784.0,11.01
MA,2015,137795.0,25844.0,111951.0,27698.0,20.1,380.37,1647.69,2028.06,6794422,6649135,97.86,748905.0,11.02
MA,2016,129803.0,25441.0,104362.0,27163.0,20.93,373.49,1532.08,1905.57,6811779,6689230,98.2,740836.0,10.88
MA,2017,121661.0,24225.0,97436.0,25396.0,20.87,353.14,1420.39,1773.53,6859819,6759274,98.53,727546.0,10.61
MA,2018,110295.0,23269.0,87026.0,23747.0,21.53,337.13,1260.85,1597.98,6902149,6832645,98.99,710305.0,10.29
MA,2019,103380.0,22525.0,80855.0,22141.0,21.42,326.8,1173.09,1499.89,6892503,6823654,99.0,680962.0,9.88
MA,2020,94546.0,21339.0,73207.0,18034.0,19.07,309.55,1061.96,1371.51,6893574,6847221,99.33,653454.0,9.48
MA,2021,91113.0,21006.0,70107.0,17183.0,18.86,300.74,1003.72,1304.46,6984723,6954696,99.57,668780.0,9.57
MA,2022,98054.0,22614.0,75440.0,19042.0,19.42,323.89,1080.5,1404.39,6981974,6954292,99.6,672361.0,9.63
MA,2023,98289.0,21605.0,76684.0,19589.0,19.93,308.58,1095.27,1403.85,7001399,6651307,95.0,676516.0,9.66
MD,2000,258621.0,41850.0,216771.0,58492.0,22.62,790.15,4092.73,4882.88,5296486,5296486,100.0,,
MD,2001,269229.0,42900.0,226329.0,57388.0,21.32,798.12,4210.65,5008.77,5375156,5375156,100.0,,
MD,2002,264367.0,42280.0,222087.0,60191.0,22.77,774.62,4068.92,4843.54,5458137,5458137,100.0,,
MD,2003,250373.0,38779.0,211594.0,55486.0,22.16,703.93,3840.94,4544.87,5508909,5508909,100.0,,
MD,2004,243613.0,38940.0,204673.0,54587.0,22.41,700.6,3682.46,4383.06,5558058,5558058,100.0,,
MD,2005,240254.0,39372.0,200882.0,55411.0,23.06,703.02,3586.93,4289.95,5600388,5600388,100.0,,
MD,2006,236090.0,38111.0,197979.0,56989.0,24.14,678.65,3525.44,4204.09,5615727,5615727,100.0,,
MD,2007,231074.0,36065.0,195009.0,54114.0,23.42,641.92,3470.93,4112.85,5618344,5618344,100.0,,
MD,2008,235840.0,35396.0,200444.0,55343.0,23.47,628.3,3558.01,4186.31,5633597,5633597,100.0,,
MD,2009,217684.0,33629.0,184055.0,55087.0,25.31,590.04,3229.33,3819.37,5699478,5699478,100.0,449770.0,7.89
MD,2010,206516.0,31610.0,174906.0,51775.0,25.07,547.5,3029.43,3576.93,5773552,5773552,100.0,476732.0,8.26
MD,2011,196998.0,28809.0,168189.0,50317.0,25.54,494.3,2885.74,3380.03,5828289,5828289,100.0,502610.0,8.62
MD,2012,191172.0,28090.0,163082.0,50521.0,26.43,477.35,2771.35,3248.7,5884563,5884563,100.0,532116.0,9.04
MD,2013,182917.0,27160.0,155757.0,46967.0,25.68,458.1,2627.12,3085.22,5928814,4589319,77.41,558329.0,9.42
MD,2014,175869.0,26057.0,149812.0,45557.0,25.9,436.0,2506.72,2942.72,5976407,5976407,100.0,573383.0,9.59
MD,2015,161792.0,26533.0,135259.0,38490.0,23.79,441.75,2251.91,2693.66,6006401,5481621,91.26,576805.0,9.6
MD,2016,169495.0,29006.0,140489.0,40538.0,23.92,482.11,2335.08,2817.19,6016447,6016447,100.0,576835.0,9.59
MD,2017,164505.0,30146.0,134359.0,37546.0,22.82,498.1,2220.01,2718.11,6052177,5960590,98.49,566966.0,9.37
MD,2018,152108.0,28357.0,123751.0,35114.0,23.08,469.28,2047.94,2517.21,6042718,6042718,100.0,553496.0,9.16
MD,2019,146296.0,27528.0,118768.0,35402.0,24.2,455.33,1964.51,2419.84,6045680,6045680,100.0,539991.0,8.93
MD,2020,123276.0,24796.0,98480.0,26609.0,21.58,409.46,1626.21,2035.67,6055802,6052317,99.94,531553.0,8.78
MD,2021,69442.0,15170.0,54272.0,10471.0,15.08,246.06,880.31,1126.37,6165129,3800191,61.64,550074.0,8.92
MD,2022,131190.0,26101.0,105089.0,20069.0,15.3,423.4,1704.7,2128.1,6164660,6116790,99.22,558567.0,9.06
MD,2023,153975.0,26350.0,127625.0,22208.0,14.42,426.36,2065.04,2491.4,6180253,6115928,98.96,564966.0,9.14
ME,2000,33467.0,1391.0,32076.0,9588.0,28.65,109.1,2515.92,2625.02,1274923,1270404,99.65,,
ME,2001,34695.0,1433.0,33262.0,10097.0,29.1,111.37,2585.12,2696.5,1286670,1283354,99.74,,
ME,2002,34463.0,1392.0,33071.0,9690.0,28.12,107.53,2554.8,2662.34,1294464,1291128,99.74,,
ME,2003,33673.0,1422.0,32251.0,9321.0,27.68,108.9,2469.96,2578.87,1305728,1303400,99.82,,
ME,2004,33297.0,1364.0,31933.0,9421.0,28.29,103.55,2424.21,2527.76,1317253,1317253,100.0,,
ME,2005,33246.0,1473.0,31773.0,9408.0,28.3,111.46,2404.3,2515.77,1321505,1307115,98.91,,
ME,2006,35380.0,1535.0,33845.0,9378.0,26.51,116.15,2560.96,2677.11,1321574,1321574,100.0,,
ME,2007,34061.0,1566.0,32495.0,9871.0,28.98,118.89,2466.96,2585.85,1317207,1317207,100.0,,
ME,2008,34205.0,1574.0,32631.0,10155.0,29.69,119.56,2478.7,2598.26,1316456,1316456,100.0,,
ME,2009,33566.0,1597.0,31969.0,10360.0,30.86,121.14,2425.02,2546.16,1318301,1318301,100.0,161582.0,12.26
ME,2010,34823.0,1622.0,33201.0,10189.0,29.26,122.11,2499.4,2621.5,1328361,1328361,100.0,162358.0,12.22
ME,2011,35736.0,1640.0,34096.0,10788.0,30.19,123.48,2567.11,2690.58,1328188,1328188,100.0,165146.0,12.43
ME,2012,35260.0,1627.0,33633.0,10882.0,30.86,122.41,2530.33,2652.74,1329192,1329192,100.0,171644.0,12.91
ME,2013,32279.0,1667.0,30612.0,10408.0,32.24,125.5,2304.6,2430.09,1328302,1328302,100.0,175624.0,13.22
ME,2014,28138.0,1608.0,26530.0,9831.0,34.94,120.89,1994.6,2115.5,1330089,1330089,100.0,179878.0,13.52
ME,2015,26099.0,1646.0,24453.0,9229.0,35.36,123.82,1839.5,1963.32,1329328,1329328,100.0,180278.0,13.56
ME,2016,23762.0,1651.0,22111.0,8259.0,34.76,124.0,1660.63,1784.63,1331479,1331479,100.0,174405.0,13.1
ME,2017,21908.0,1613.0,20295.0,7944.0,36.26,120.74,1519.19,1639.93,1335907,1335907,100.0,166904.0,12.49
ME,2018,19809.0,1500.0,18309.0,7565.0,38.19,112.07,1367.97,1480.05,1338404,1338404,100.0,161743.0,12.08
ME,2019,18520.0,1570.0,16950.0,7347.0,39.67,116.8,1260.96,1377.76,1344212,1344212,100.0,153131.0,11.39
ME,2020,17366.0,1497.0,15869.0,6270.0,36.11,110.88,1175.36,1286.24,1350141,1350141,100.0,144384.0,10.69
ME,2021,17435.0,1567.0,15868.0,5119.0,29.36,114.19,1156.35,1270.54,1372247,1370977,99.91,145992.0,10.64
ME,2022,18555.0,1479.0,17076.0,5890.0,31.74,106.76,1232.62,1339.38,1385340,1384006,99.9,145491.0,10.5
ME,2023,17230.0,1436.0,15794.0,5650.0,32.79,102.89,1131.6,1234.49,1395722,1395722,100.0,144263.0,10.34
MI,2000,399600.0,54043.0,345557.0,51934.0,13.0,543.78,3476.97,4020.75,9938444,9696210,97.56,,
MI,2001,405568.0,54824.0,350744.0,52664.0,12.99,548.74,3510.66,4059.41,9990817,9849837,98.59,,
MI,2002,389413.0,54016.0,335397.0,54854.0,14.09,537.45,3337.14,3874.58,10050446,9856153,98.07,,
MI,2003,380602.0,51034.0,329568.0,57686.0,15.16,506.29,3269.53,3775.82,10079985,9807217,97.29,,
MI,2004,358454.0,49291.0,309163.0,50954.0,14.21,487.42,3057.2,3544.62,10112620,9841835,97.32,,
MI,2005,367675.0,55630.0,312045.0,52315.0,14.23,549.66,3083.19,3632.84,10120860,9958122,98.39,,
MI,2006,382235.0,56732.0,325503.0,51059.0,13.36,561.95,3224.19,3786.14,10095643,9965105,98.71,,
MI,2007,359854.0,53335.0,306519.0,50448.0,14.02,529.55,3043.33,3572.88,10071822,9870626,98.0,,
MI,2008,344459.0,51072.0,293387.0,52623.0,15.28,510.55,2932.87,3443.41,10003422,9803233,98.0,,
MI,2009,331981.0,49412.0,282569.0,52484.0,15.81,495.62,2834.27,3329.89,9969727,9834735,98.65,1417380.0,14.22
MI,2010,316965.0,48188.0,268777.0,51895.0,16.37,487.55,2719.41,3206.97,9883640,9661551,97.75,1444004.0,14.61
MI,2011,296573.0,43585.0,252988.0,49833.0,16.8,441.31,2561.6,3002.91,9876187,9693706,98.15,1518458.0,15.37
MI,2012,291849.0,44516.0,247333.0,49306.0,16.89,450.41,2502.52,2952.93,9883360,9711322,98.26,1582022.0,16.01
MI,2013,270825.0,44062.0,226763.0,49539.0,18.29,445.27,2291.55,2736.82,9895622,9589937,96.91,1625982.0,16.43
MI,2014,244003.0,42225.0,201778.0,45980.0,18.84,426.09,2036.13,2462.22,9909877,9783036,98.72,1633316.0,16.48
MI,2015,233103.0,41492.0,191611.0,41772.0,17.92,418.16,1931.06,2349.22,9922576,9846716,99.24,1616870.0,16.29
MI,2016,236030.0,45545.0,190485.0,46027.0,19.5,458.74,1918.61,2377.35,9928300,9849724,99.21,1575066.0,15.86
MI,2017,226104.0,44979.0,181125.0,44806.0,19.82,451.49,1818.1,2269.59,9962311,9929733,99.67,1510841.0,15.17
MI,2018,212332.0,45252.0,167080.0,46312.0,21.81,452.7,1671.48,2124.19,9995915,9907492,99.12,1457008.0,14.58
MI,2019,202150.0,43665.0,158485.0,45951.0,22.73,437.22,1586.94,2024.16,9986857,9803782,98.17,1398527.0,14.0
MI,2020,187948.0,48554.0,139394.0,40704.0,21.66,487.17,1398.62,1885.79,9966555,9767448,98.0,1337256.0,13.42
MI,2021,185699.0,48952.0,136747.0,40099.0,21.59,487.05,1360.56,1847.6,10050811,9790149,97.41,1310058.0,13.03
MI,2022,199283.0,45707.0,153576.0,41120.0,20.63,455.52,1530.54,1986.05,10034113,9492861,94.61,1293164.0,12.89
MI,2023,197757.0,44958.0,152799.0,42028.0,21.25,447.91,1522.32,1970.23,10037261,9371184,93.36,1284470.0,12.8
MN,2000,170323.0,13678.0,156645.0,37615.0,22.08,278.04,3184.18,3462.22,4919479,4913284,99.87,,
MN,2001,172737.0,12817.0,159920.0,30358.0,17.57,257.77,3216.22,3473.99,4972294,4969644,99.95,,
MN,2002,177447.0,13115.0,164332.0,32270.0,18.19,261.27,3273.73,3535.0,5019720,5019720,100.0,,
MN,2003,161687.0,12800.0,148887.0,30270.0,18.72,253.0,2942.79,3195.79,5059375,5059375,100.0,,
MN,2004,169605.0,13672.0,155933.0,36572.0,21.56,268.03,3056.94,3324.96,5100958,5100958,100.0,,
MN,2005,172039.0,15103.0,156936.0,38396.0,22.32,294.24,3057.51,3351.76,5132799,5132799,100.0,,
MN,2006,171982.0,14979.0,157003.0,36925.0,21.47,289.89,3038.51,3328.4,5167101,4945724,95.72,,
MN,2007,167259.0,13556.0,153703.0,38270.0,22.88,260.81,2957.18,3217.99,5197621,5197621,100.0,,
MN,2008,160463.0,12425.0,148038.0,36355.0,22.66,238.01,2835.76,3073.77,5220393,5220393,100.0,,
MN,2009,151870.0,13258.0,138612.0,37193.0,24.49,251.76,2632.1,2883.86,5266214,5266214,100.0,506233.0,9.61
MN,2010,148072.0,12825.0,135247.0,36191.0,24.44,241.8,2549.94,2791.74,5303925,5303925,100.0,542133.0,10.22
MN,2011,148145.0,12266.0,135879.0,35601.0,24.03,229.49,2542.24,2771.73,5344861,5344861,100.0,565154.0,10.57
MN,2012,150596.0,12760.0,137836.0,41017.0,27.24,237.21,2562.42,2799.63,5379139,5379139,100.0,582335.0,10.83
MN,2013,144592.0,12706.0,131886.0,41239.0,28.52,234.41,2433.15,2667.56,5420380,5419634,99.99,598391.0,11.04
MN,2014,138192.0,12503.0,125689.0,39860.0,28.84,229.11,2303.19,2532.3,5457173,5456434,99.99,605761.0,11.1
