State,Year,Total Crimes,Violent_Total_Crimes,Property_Total_Crimes,Total Clearances,Prosecuted %,Violent_Crime_Rate,Property_Crime_Rate,Total_Crime_Rate,Total Pop,Partic Pop,Pop Coverage,Poverty Count,Poverty Rate
MN,2015,135816.0,13387.0,122429.0,41617.0,30.64,243.86,2230.2,2474.06,5489594,5486285,99.94,596662.0,10.87
MN,2016,131024.0,13277.0,117747.0,38490.0,29.38,240.53,2133.12,2373.64,5519952,5519952,100.0,577196.0,10.46
MN,2017,136090.0,13330.0,122760.0,37879.0,27.83,239.03,2201.34,2440.37,5576606,5572715,99.93,560995.0,10.06
MN,2018,124615.0,12377.0,112238.0,34454.0,27.65,220.58,2000.26,2220.83,5611179,5603967,99.87,547442.0,9.76
MN,2019,131547.0,13402.0,118145.0,35500.0,26.99,237.64,2094.91,2332.55,5639632,5626486,99.77,526065.0,9.33
MN,2020,136997.0,15792.0,121205.0,27688.0,20.21,279.14,2142.44,2421.58,5657342,5636561,99.63,511185.0,9.04
MN,2021,135620.0,17753.0,117867.0,23156.0,17.07,311.05,2065.16,2376.22,5707390,5683442,99.58,512312.0,8.98
MN,2022,129816.0,16244.0,113572.0,24675.0,19.01,284.13,1986.5,2270.63,5717184,5703158,99.75,516284.0,9.03
MN,2023,113351.0,15024.0,98327.0,25973.0,22.91,261.84,1713.64,1975.47,5737915,5722552,99.73,514300.0,8.96
MO,2000,236373.0,25446.0,210927.0,46199.0,19.54,454.78,3769.78,4224.56,5595211,4508727,80.58,,
MO,2001,255592.0,28781.0,226811.0,51132.0,20.01,511.23,4028.82,4540.06,5629707,5114777,90.85,,
MO,2002,261232.0,30295.0,230937.0,58972.0,22.57,534.06,4071.11,4605.17,5672579,5604248,98.8,,
MO,2003,263307.0,28074.0,235233.0,57172.0,21.71,492.14,4123.65,4615.79,5704484,5680908,99.59,,
MO,2004,253499.0,28079.0,225420.0,57341.0,22.62,487.94,3917.2,4405.14,5754618,5712221,99.26,,
MO,2005,259342.0,30346.0,228996.0,55806.0,21.52,523.18,3948.0,4471.17,5800310,5763591,99.37,,
MO,2006,257823.0,31887.0,225936.0,54529.0,21.15,545.76,3866.97,4412.73,5842713,5834345,99.86,,
MO,2007,259637.0,32933.0,226704.0,54973.0,21.17,560.24,3856.55,4416.79,5878415,5860608,99.7,,
MO,2008,247654.0,29666.0,217988.0,55444.0,22.39,501.83,3687.46,4189.29,5911605,5879740,99.46,,
MO,2009,232479.0,29468.0,203011.0,51706.0,22.24,492.15,3390.54,3882.69,5987580,5943714,99.27,784278.0,13.1
MO,2010,228561.0,27295.0,201266.0,54101.0,23.67,455.76,3360.64,3816.39,5988927,5888064,98.32,802596.0,13.4
MO,2011,227409.0,26889.0,200520.0,55564.0,24.43,447.35,3336.06,3783.41,6010688,6009494,99.98,828615.0,13.79
MO,2012,228137.0,27156.0,200981.0,57276.0,25.11,450.95,3337.45,3788.4,6021988,5988494,99.44,869036.0,14.43
MO,2013,216893.0,26218.0,190675.0,53585.0,24.71,433.77,3154.69,3588.47,6044171,6018333,99.57,900929.0,14.91
MO,2014,204471.0,26865.0,177606.0,51038.0,24.96,443.05,2929.06,3372.11,6063589,6033744,99.51,912291.0,15.05
MO,2015,204963.0,30235.0,174728.0,51386.0,25.07,496.99,2872.08,3369.07,6083672,6047002,99.4,915972.0,15.06
MO,2016,203416.0,31687.0,171729.0,48762.0,23.97,520.06,2818.46,3338.52,6093000,6070321,99.63,897755.0,14.73
MO,2017,206659.0,32510.0,174149.0,47480.0,22.98,531.77,2848.58,3380.35,6113532,6082822,99.5,861679.0,14.09
MO,2018,193381.0,30660.0,162721.0,44050.0,22.78,500.45,2656.04,3156.49,6126452,5992694,97.82,837930.0,13.68
MO,2019,192170.0,30689.0,161481.0,42429.0,22.08,500.03,2631.09,3131.12,6137428,5967206,97.23,810045.0,13.2
MO,2020,189192.0,33383.0,155809.0,34913.0,18.45,542.68,2532.84,3075.52,6151548,5846377,95.04,772992.0,12.57
MO,2021,174326.0,31822.0,142504.0,29280.0,16.8,515.91,2310.31,2826.21,6168187,5943103,96.35,762023.0,12.35
MO,2022,176042.0,30159.0,145883.0,29375.0,16.69,488.17,2361.35,2849.52,6177957,6048454,97.9,766582.0,12.41
MO,2023,157445.0,28111.0,129334.0,29758.0,18.9,453.68,2087.33,2541.01,6196156,5866537,94.68,756528.0,12.21
MS,2000,92780.0,7405.0,85375.0,18681.0,20.13,260.31,3001.24,3261.55,2844658,1740078,61.17,,
MS,2001,93911.0,7653.0,86258.0,19280.0,20.53,267.77,3018.09,3285.87,2858029,1779445,62.26,,
MS,2002,90563.0,7192.0,83371.0,18297.0,20.2,250.44,2903.11,3153.55,2871782,1701924,59.26,,
MS,2003,88986.0,6817.0,82169.0,17652.0,19.84,236.6,2851.82,3088.42,2881281,1746219,60.61,,
MS,2004,87922.0,6585.0,81337.0,16608.0,18.89,226.84,2801.86,3028.7,2902966,1944984,67.0,,
MS,2005,82329.0,6504.0,75825.0,14036.0,17.05,222.66,2595.78,2818.44,2921088,1974086,67.58,,
MS,2006,85269.0,7344.0,77925.0,14605.0,17.13,252.32,2677.34,2929.66,2910540,2190307,75.25,,
MS,2007,80642.0,6749.0,73893.0,14287.0,17.72,231.23,2531.64,2762.86,2918785,2140023,73.32,,
MS,2008,78358.0,7173.0,71185.0,12079.0,15.42,244.09,2422.4,2666.49,2938618,2221839,75.61,,
MS,2009,81930.0,6991.0,74939.0,12730.0,15.54,236.82,2538.59,2775.41,2951996,2247373,76.13,604204.0,20.47
MS,2010,82149.0,6659.0,75490.0,14106.0,17.17,224.41,2544.07,2768.48,2967297,2209392,74.46,604272.0,20.36
MS,2011,75963.0,6314.0,69649.0,14002.0,18.43,211.99,2338.38,2550.37,2978512,1959651,65.79,617805.0,20.74
MS,2012,71154.0,6077.0,65077.0,13724.0,19.29,203.59,2180.19,2383.78,2984926,1930266,64.67,640132.0,21.45
MS,2013,62989.0,5567.0,57422.0,12339.0,19.59,186.11,1919.69,2105.81,2991207,1667889,55.76,653321.0,21.84
MS,2014,62493.0,5270.0,57223.0,14036.0,22.46,176.01,1911.21,2087.22,2994079,1723635,57.57,653726.0,21.83
MS,2015,58305.0,4926.0,53379.0,13675.0,23.45,164.62,1783.86,1948.48,2992333,1677080,56.05,651545.0,21.77
MS,2016,56165.0,5041.0,51124.0,13009.0,23.16,168.67,1710.56,1879.23,2988726,1657892,55.47,645553.0,21.6
MS,2017,52125.0,4801.0,47324.0,12730.0,24.42,160.89,1585.87,1746.76,2984100,1593959,53.42,620007.0,20.78
MS,2018,46396.0,4438.0,41958.0,10076.0,21.72,148.6,1404.91,1553.51,2986530,1479904,49.55,599795.0,20.08
MS,2019,46734.0,4602.0,42132.0,9127.0,19.53,154.63,1415.65,1570.28,2976149,1553365,52.19,585786.0,19.68
MS,2020,50869.0,5984.0,44885.0,8020.0,15.77,201.7,1512.92,1714.62,2966786,1791295,60.38,564439.0,19.03
MS,2021,37956.0,4363.0,33593.0,6278.0,16.54,147.9,1138.76,1286.66,2949965,1777438,60.25,557111.0,18.89
MS,2022,34775.0,4270.0,30505.0,6462.0,18.58,145.24,1037.56,1182.8,2940057,1701678,57.88,548804.0,18.67
MS,2023,28510.0,3268.0,25242.0,5308.0,18.62,111.17,858.66,969.83,2939690,1559483,53.05,543697.0,18.5
MT,2000,19451.0,2498.0,16953.0,3423.0,17.6,276.88,1879.08,2155.96,902195,627419,69.54,,
MT,2001,20585.0,1765.0,18820.0,3422.0,16.62,195.15,2080.86,2276.01,904433,525486,58.1,,
MT,2002,22708.0,2085.0,20623.0,4111.0,18.1,229.26,2267.63,2496.89,909453,614070,67.52,,
MT,2003,22166.0,2186.0,19980.0,4001.0,18.05,238.22,2177.37,2415.59,917621,596681,65.02,,
MT,2004,24279.0,2097.0,22182.0,3630.0,14.95,226.25,2393.23,2619.48,926865,852313,91.96,,
MT,2005,29584.0,2365.0,27219.0,5095.0,17.22,252.76,2909.04,3161.8,935670,890753,95.2,,
MT,2006,29722.0,3400.0,26322.0,4734.0,15.93,359.93,2786.48,3146.41,944632,909952,96.33,,
MT,2007,30890.0,3524.0,27366.0,5277.0,17.08,367.9,2856.99,3224.89,957861,932931,97.4,,
MT,2008,29113.0,2975.0,26138.0,5302.0,18.21,307.51,2701.77,3009.28,967440,956634,98.88,,
MT,2009,27566.0,2786.0,24780.0,5368.0,19.47,285.75,2541.57,2827.31,974989,965182,98.99,136969.0,14.05
MT,2010,27988.0,2686.0,25302.0,5242.0,18.73,271.47,2557.27,2828.74,989415,965840,97.62,138109.0,13.96
MT,2011,26520.0,2722.0,23798.0,5040.0,19.0,272.69,2384.09,2656.78,998199,987685,98.95,139904.0,14.02
MT,2012,28898.0,2777.0,26121.0,5555.0,19.22,276.28,2598.74,2875.02,1005141,994585,98.95,143119.0,14.24
MT,2013,28645.0,2843.0,25802.0,6167.0,21.53,280.05,2541.66,2821.71,1015165,986841,97.21,148528.0,14.63
MT,2014,28416.0,3245.0,25171.0,6441.0,22.67,317.02,2459.12,2776.14,1023579,992091,96.92,150096.0,14.66
MT,2015,30708.0,3591.0,27117.0,6589.0,21.46,347.65,2625.2,2972.85,1032949,1022443,98.98,150586.0,14.58
MT,2016,32124.0,3877.0,28247.0,6937.0,21.59,371.89,2709.49,3081.38,1042520,1040708,99.83,148677.0,14.26
MT,2017,31480.0,3998.0,27482.0,7243.0,23.01,380.58,2616.11,2996.69,1050493,1048970,99.86,144198.0,13.73
MT,2018,30778.0,4050.0,26728.0,6774.0,22.01,381.25,2516.04,2897.28,1062305,1053652,99.19,139063.0,13.09
MT,2019,28447.0,4488.0,23959.0,7296.0,25.65,419.92,2241.72,2661.64,1068778,1045523,97.82,134605.0,12.59
MT,2020,28712.0,5250.0,23462.0,7026.0,24.47,485.85,2171.25,2657.1,1080577,1075955,99.57,132476.0,12.26
MT,2021,27737.0,5216.0,22521.0,6826.0,24.61,471.79,2037.04,2508.83,1105574,1101921,99.67,131512.0,11.9
MT,2022,26811.0,4778.0,22033.0,7144.0,26.65,425.52,1962.21,2387.73,1122867,1113916,99.2,132329.0,11.78
MT,2023,25755.0,4952.0,20803.0,7777.0,30.2,437.14,1836.4,2273.55,1132812,1128475,99.62,129998.0,11.48
NC,2000,384282.0,38919.0,345363.0,77467.0,20.16,483.51,4290.59,4774.1,8049313,7808372,97.01,,
NC,2001,399209.0,39843.0,359366.0,84578.0,21.19,486.71,4389.86,4876.57,8186268,8044841,98.27,,
NC,2002,383082.0,38118.0,344964.0,86502.0,22.58,458.14,4146.13,4604.27,8320146,8043047,96.67,,
NC,2003,379376.0,36487.0,342889.0,91875.0,24.22,433.99,4078.49,4512.49,8407248,7609179,90.51,,
NC,2004,374643.0,36595.0,338048.0,85725.0,22.88,428.45,3957.84,4386.29,8541221,7815424,91.5,,
NC,2005,385309.0,39618.0,345691.0,92688.0,24.06,456.26,3981.13,4437.39,8683242,8321215,95.83,,
NC,2006,397325.0,41096.0,356229.0,95108.0,23.94,464.02,4022.23,4486.25,8856505,8238748,93.02,,
NC,2007,382417.0,39164.0,343253.0,92286.0,24.13,432.22,3788.23,4220.46,9061032,7827203,86.38,,
NC,2008,400483.0,41439.0,359044.0,104271.0,26.04,449.33,3893.17,4342.5,9222414,8936981,96.91,,
NC,2009,368572.0,36560.0,332012.0,101712.0,27.6,389.73,3539.24,3928.97,9380884,8981293,95.74,1320816.0,14.08
NC,2010,343029.0,32467.0,310562.0,96347.0,28.09,340.49,3256.91,3597.4,9535483,8570003,89.87,1399945.0,14.68
NC,2011,360957.0,32446.0,328511.0,102373.0,28.36,336.01,3402.0,3738.01,9656401,9355803,96.89,1473556.0,15.26
NC,2012,355940.0,33763.0,322177.0,105736.0,29.71,346.21,3303.68,3649.89,9752073,9454356,96.95,1563464.0,16.03
NC,2013,324035.0,31508.0,292527.0,99506.0,30.71,319.94,2970.4,3290.34,9848060,9305638,94.49,1643389.0,16.69
NC,2014,302917.0,30298.0,272619.0,94120.0,31.07,304.69,2741.55,3046.24,9943964,9073542,91.25,1669147.0,16.79
NC,2015,274735.0,30359.0,244376.0,84839.0,30.88,302.3,2433.34,2735.64,10042802,8524464,84.88,1667465.0,16.6
NC,2016,277680.0,32661.0,245019.0,83807.0,30.18,321.89,2414.74,2736.63,10146788,8822579,86.95,1631704.0,16.08
NC,2017,267706.0,32937.0,234769.0,80991.0,30.25,320.6,2285.21,2605.81,10273419,8266889,80.47,1579871.0,15.38
NC,2018,255059.0,33071.0,221988.0,70137.0,27.5,318.49,2137.87,2456.36,10383620,9964042,95.96,1523949.0,14.68
NC,2019,267250.0,37117.0,230133.0,52132.0,19.51,353.9,2194.23,2548.13,10488084,9535238,90.91,1467591.0,13.99
NC,2020,275394.0,44713.0,230681.0,55097.0,20.01,421.79,2176.07,2597.85,10600823,10253206,96.72,1411939.0,13.32
NC,2021,260721.0,43559.0,217162.0,49109.0,18.84,412.84,2058.18,2471.02,10551162,10255182,97.19,1379672.0,13.08
NC,2022,260195.0,42410.0,217785.0,46296.0,17.79,396.39,2035.57,2431.96,10698973,10206697,95.4,1357418.0,12.69
NC,2023,254202.0,40471.0,213731.0,44539.0,17.52,373.5,1972.51,2346.01,10835491,9498193,87.66,1355827.0,12.51
ND,2000,14035.0,506.0,13529.0,2715.0,19.34,78.79,2106.66,2185.46,642200,583993,90.94,,
ND,2001,14406.0,491.0,13915.0,2804.0,19.46,77.39,2193.25,2270.64,634448,578944,91.25,,
ND,2002,14325.0,464.0,13861.0,2729.0,19.05,73.17,2185.9,2259.07,634110,575157,90.7,,
ND,2003,12882.0,471.0,12411.0,2276.0,17.67,74.31,1958.07,2032.38,633837,552968,87.24,,
ND,2004,12273.0,527.0,11746.0,2372.0,19.33,83.08,1851.61,1934.69,634366,575694,90.75,,
ND,2005,12930.0,669.0,12261.0,2445.0,18.91,105.08,1925.78,2030.86,636677,580475,91.17,,
ND,2006,14033.0,1181.0,12852.0,2580.0,18.39,185.73,2021.18,2206.91,635867,597906,94.03,,
ND,2007,13729.0,1273.0,12456.0,2836.0,20.66,198.99,1947.12,2146.11,639715,607916,95.03,,
ND,2008,14164.0,1403.0,12761.0,3533.0,24.94,218.71,1989.3,2208.02,641481,595187,92.78,,
ND,2009,13873.0,1447.0,12426.0,3722.0,26.83,223.7,1921.02,2144.72,646844,625603,96.72,75114.0,11.61
ND,2010,13355.0,1510.0,11845.0,3505.0,26.24,224.5,1761.1,1985.6,672591,646509,96.12,78405.0,11.66
ND,2011,14690.0,1650.0,13040.0,3576.0,24.34,241.25,1906.62,2147.87,683932,661727,96.75,78888.0,11.53
ND,2012,15849.0,1706.0,14143.0,3833.0,24.18,243.84,2021.5,2265.35,699628,688834,98.46,78930.0,11.28
ND,2013,17353.0,1954.0,15399.0,4498.0,25.92,270.12,2128.72,2398.83,723393,719255,99.43,79433.0,10.98
ND,2014,18030.0,1994.0,16036.0,4642.0,25.75,269.65,2168.55,2438.19,739482,734614,99.34,80865.0,10.94
ND,2015,19657.0,1934.0,17723.0,5159.0,26.25,255.51,2341.44,2596.95,756927,753025,99.48,79758.0,10.54
ND,2016,19440.0,1911.0,17529.0,4991.0,25.67,252.13,2312.68,2564.81,757952,755707,99.7,79314.0,10.46
ND,2017,18835.0,2130.0,16705.0,5158.0,27.39,281.97,2211.43,2493.4,755393,750724,99.38,79374.0,10.51
ND,2018,17503.0,2059.0,15444.0,4604.0,26.3,270.89,2031.9,2302.79,760077,760077,100.0,79270.0,10.43
ND,2019,17302.0,2165.0,15137.0,4746.0,27.43,284.16,1986.76,2270.92,761894,761894,100.0,78198.0,10.26
ND,2020,18984.0,2571.0,16413.0,4844.0,25.52,335.94,2144.62,2480.57,765309,765309,100.0,77491.0,10.13
ND,2021,18599.0,2039.0,16560.0,4085.0,21.96,263.11,2136.92,2400.03,774948,774948,100.0,80390.0,10.37
ND,2022,18026.0,2221.0,15805.0,4596.0,25.5,285.01,2028.2,2313.22,779261,779261,100.0,80810.0,10.37
ND,2023,17215.0,2077.0,15138.0,4499.0,26.13,264.95,1931.05,2196.0,783926,761521,97.14,79628.0,10.16
NE,2000,68279.0,5536.0,62743.0,15850.0,23.21,323.5,3666.47,3989.98,1711263,1589785,92.9,,
NE,2001,70611.0,5009.0,65602.0,16487.0,23.35,292.37,3829.13,4121.5,1713235,1568360,91.54,,
NE,2002,71323.0,5294.0,66029.0,16537.0,23.19,306.16,3818.52,4124.67,1729180,1615601,93.43,,
NE,2003,68798.0,5016.0,63782.0,15668.0,22.77,288.39,3667.13,3955.52,1739291,1659804,95.43,,
NE,2004,65782.0,5295.0,60487.0,15288.0,23.24,303.05,3461.91,3764.97,1747214,1645407,94.17,,
NE,2005,63453.0,4934.0,58519.0,14279.0,22.5,280.53,3327.24,3607.77,1758787,1613388,91.73,,
NE,2006,62124.0,5036.0,57088.0,14009.0,22.55,284.79,3228.35,3513.14,1768331,1639548,92.72,,
NE,2007,59439.0,5344.0,54095.0,14346.0,24.14,301.14,3048.34,3349.49,1774571,1668730,94.04,,
NE,2008,54860.0,5423.0,49437.0,13720.0,25.01,304.08,2772.01,3076.09,1783432,1672966,93.81,,
NE,2009,53220.0,5044.0,48176.0,14406.0,27.07,280.75,2681.48,2962.23,1796619,1666482,92.76,201851.0,11.24
NE,2010,52395.0,4970.0,47425.0,14081.0,26.87,272.13,2596.72,2868.85,1826341,1698932,93.02,206227.0,11.29
NE,2011,53841.0,4566.0,49275.0,14696.0,27.3,247.8,2674.15,2921.95,1842641,1726035,93.67,211752.0,11.49
NE,2012,54092.0,4693.0,49399.0,13852.0,25.61,252.92,2662.27,2915.19,1855525,1723348,92.88,220244.0,11.87
NE,2013,52212.0,4681.0,47531.0,13494.0,25.84,250.52,2543.78,2794.3,1868516,1741552,93.21,228789.0,12.24
NE,2014,51182.0,4922.0,46260.0,13156.0,25.7,261.6,2458.67,2720.27,1881503,1778274,94.51,231762.0,12.32
NE,2015,46837.0,4928.0,41909.0,13155.0,28.09,259.89,2210.17,2470.06,1896190,1825653,96.28,231115.0,12.19
NE,2016,47848.0,5374.0,42474.0,14565.0,30.44,281.79,2227.13,2508.92,1907116,1838584,96.41,227021.0,11.9
NE,2017,47036.0,5608.0,41428.0,13719.0,29.17,292.07,2157.62,2449.69,1920076,1850425,96.37,220330.0,11.48
NE,2018,45210.0,5481.0,39729.0,13600.0,30.08,284.1,2059.28,2343.38,1929268,1871614,97.01,213790.0,11.08
NE,2019,44857.0,5780.0,39077.0,12487.0,27.84,298.8,2020.1,2318.9,1934408,1864903,96.41,206579.0,10.68
NE,2020,40481.0,5986.0,34495.0,11122.0,27.47,308.95,1780.34,2089.29,1937552,1825086,94.2,193820.0,10.0
NE,2021,22942.0,3010.0,19932.0,4721.0,20.58,153.28,1015.03,1168.31,1963692,1422567,72.44,195455.0,9.95
NE,2022,42649.0,5560.0,37089.0,9696.0,22.73,282.53,1884.68,2167.21,1967923,1827051,92.84,198466.0,10.09
NE,2023,30609.0,3286.0,27323.0,7626.0,24.91,166.1,1381.08,1547.18,1978379,1806785,91.33,197300.0,9.97
NH,2000,17499.0,1132.0,16367.0,4838.0,27.65,91.6,1324.42,1416.02,1235786,759813,61.48,,
NH,2001,17403.0,1110.0,16293.0,3716.0,21.35,88.15,1293.94,1382.09,1259181,735426,58.41,,
NH,2002,20508.0,1319.0,19189.0,3549.0,17.31,103.45,1504.95,1608.4,1275056,943193,73.97,,
NH,2003,19753.0,1243.0,18510.0,3016.0,15.27,96.53,1437.46,1533.99,1287687,953494,74.05,,
NH,2004,21690.0,1555.0,20135.0,3559.0,16.41,119.66,1549.44,1669.1,1299500,1020588,78.54,,
NH,2005,23306.0,1569.0,21737.0,4167.0,17.88,119.78,1659.39,1779.17,1309940,1102269,84.15,,
NH,2006,25976.0,1697.0,24279.0,4650.0,17.9,129.06,1846.46,1975.52,1314895,1143169,86.94,,
NH,2007,26273.0,1743.0,24530.0,4572.0,17.4,132.46,1864.23,1996.69,1315828,1192515,90.63,,
NH,2008,28703.0,1918.0,26785.0,5569.0,19.4,145.77,2035.63,2181.4,1315809,1185358,90.09,,
NH,2009,28717.0,1973.0,26744.0,5797.0,20.19,148.95,2019.06,2168.02,1324575,1174739,88.69,98780.0,7.46
NH,2010,29856.0,2083.0,27773.0,6019.0,20.16,158.23,2109.66,2267.88,1316470,1199551,91.12,99527.0,7.56
NH,2011,31019.0,2358.0,28661.0,6265.0,20.2,178.88,2174.26,2353.14,1318194,1193543,90.54,101634.0,7.71
NH,2012,30861.0,2305.0,28556.0,6372.0,20.65,174.53,2162.16,2336.68,1320718,1228452,93.01,107800.0,8.16
NH,2013,29522.0,2627.0,26895.0,6895.0,23.36,198.5,2032.17,2230.67,1323459,1223675,92.46,110859.0,8.38
NH,2014,27334.0,2496.0,24838.0,6655.0,24.35,188.12,1872.0,2060.12,1326813,1267722,95.55,113374.0,8.54
NH,2015,25104.0,2585.0,22519.0,6100.0,24.3,194.27,1692.38,1886.66,1330608,1288058,96.8,113840.0,8.56
NH,2016,22166.0,2566.0,19600.0,5455.0,24.61,192.24,1468.39,1660.63,1334795,1298694,97.3,109690.0,8.22
NH,2017,20806.0,2609.0,18197.0,5453.0,26.21,194.3,1355.16,1549.45,1342795,1311005,97.63,104470.0,7.78
NH,2018,19165.0,2358.0,16807.0,5164.0,26.94,173.84,1239.04,1412.87,1356458,1322800,97.52,102352.0,7.55
NH,2019,18120.0,2070.0,16050.0,4748.0,26.2,152.24,1180.4,1332.64,1359711,1329485,97.78,98682.0,7.26
NH,2020,16741.0,1951.0,14790.0,3947.0,23.58,142.8,1082.51,1225.3,1366275,1335943,97.78,97418.0,7.13
NH,2021,16267.0,1811.0,14456.0,3596.0,22.11,130.38,1040.75,1171.14,1388992,1379820,99.34,98429.0,7.09
NH,2022,16288.0,1802.0,14486.0,3413.0,20.95,129.15,1038.25,1167.41,1395231,1384694,99.24,98162.0,7.04
NH,2023,13177.0,1432.0,11745.0,3337.0,25.32,102.14,837.7,939.84,1402054,1210787,86.36,96457.0,6.88
NJ,2000,267814.0,32299.0,235515.0,52849.0,19.73,383.86,2798.97,3182.82,8414350,8414350,100.0,,
NJ,2001,275431.0,33075.0,242356.0,52070.0,18.9,389.83,2856.48,3246.31,8484431,8444286,99.53,,
NJ,2002,261333.0,32104.0,229229.0,50806.0,19.44,373.72,2668.46,3042.19,8590300,8587507,99.97,,
NJ,2003,252962.0,31438.0,221524.0,48549.0,19.19,363.93,2564.41,2928.34,8638396,8610109,99.67,,
NJ,2004,243828.0,30918.0,212910.0,48729.0,19.98,355.43,2447.56,2802.98,8698879,8697516,99.98,,
NJ,2005,235689.0,30916.0,204773.0,45526.0,19.32,354.63,2348.87,2703.5,8717925,8717925,100.0,,
NJ,2006,230887.0,30553.0,200334.0,44356.0,19.21,350.2,2296.21,2646.4,8724560,8724560,100.0,,
NJ,2007,222121.0,28538.0,193583.0,44949.0,20.24,328.55,2228.7,2557.25,8685920,8685920,100.0,,
NJ,2008,228595.0,28341.0,200254.0,45943.0,20.1,326.41,2306.37,2632.78,8682661,8678868,99.96,,
NJ,2009,208885.0,27109.0,181776.0,44430.0,21.27,311.32,2087.52,2398.84,8707739,8703943,99.96,745925.0,8.57
NJ,2010,210717.0,27014.0,183703.0,43478.0,20.63,307.26,2089.46,2396.72,8791894,8707758,99.04,777968.0,8.85
NJ,2011,217003.0,27120.0,189883.0,43138.0,19.88,307.44,2152.59,2460.03,8821155,8760229,99.31,805170.0,9.13
NJ,2012,207500.0,25690.0,181810.0,41808.0,20.15,289.8,2050.97,2340.77,8864590,8774519,98.98,850559.0,9.6
NJ,2013,192434.0,25313.0,167121.0,40601.0,21.1,284.44,1877.9,2162.34,8899339,8811406,99.01,900583.0,10.12
NJ,2014,178322.0,22970.0,155352.0,38918.0,21.82,256.99,1738.07,1995.06,8938175,8936572,99.98,934665.0,10.46
NJ,2015,168185.0,22593.0,145592.0,37164.0,22.1,252.21,1625.27,1877.48,8958013,8663162,96.71,944847.0,10.55
NJ,2016,160432.0,21856.0,138576.0,35001.0,21.82,244.35,1549.29,1793.64,8944469,8944469,100.0,949341.0,10.61
NJ,2017,161270.0,20610.0,140660.0,32584.0,20.2,228.86,1561.91,1790.77,9005644,9005644,100.0,938252.0,10.42
NJ,2018,144100.0,18536.0,125564.0,30614.0,21.24,208.07,1409.48,1617.55,8908520,8908520,100.0,904132.0,10.15
NJ,2019,137507.0,18420.0,119087.0,29504.0,21.46,207.38,1340.74,1548.12,8882190,8882190,100.0,869081.0,9.78
NJ,2020,120612.0,17363.0,103249.0,24031.0,19.92,195.48,1162.4,1357.88,8882371,8882371,100.0,842704.0,9.49
NJ,2021,81700.0,12277.0,69423.0,14183.0,17.36,132.48,749.13,881.61,9267130,7835161,84.55,883896.0,9.54
NJ,2022,142788.0,18508.0,124280.0,24488.0,17.15,199.83,1341.87,1541.7,9261699,8879986,95.88,879179.0,9.49
NJ,2023,152494.0,19353.0,133141.0,28470.0,18.67,208.3,1433.03,1641.34,9290841,8656550,93.17,889287.0,9.57
NM,2000,91899.0,12454.0,79445.0,17824.0,19.4,684.64,4367.4,5052.04,1819046,1524135,83.79,,
NM,2001,88972.0,12526.0,76446.0,16865.0,18.96,684.8,4179.33,4864.13,1829146,1524323,83.34,,
NM,2002,85485.0,12180.0,73305.0,16225.0,18.98,656.58,3951.63,4608.21,1855059,1487143,80.17,,
NM,2003,82172.0,11247.0,70925.0,15669.0,19.07,599.96,3783.45,4383.41,1874614,1562418,83.35,,
NM,2004,85858.0,11925.0,73933.0,15165.0,17.66,626.55,3884.49,4511.03,1903289,1693152,88.96,,
NM,2005,86758.0,11740.0,75018.0,14529.0,16.75,608.8,3890.2,4499.0,1928384,1763639,91.46,,
NM,2006,88173.0,12574.0,75599.0,13801.0,15.65,643.3,3867.75,4511.05,1954599,1912499,97.85,,
NM,2007,86988.0,12984.0,74004.0,14376.0,16.53,659.11,3756.71,4415.83,1969915,1911265,97.02,,
NM,2008,88350.0,12803.0,75547.0,15302.0,17.32,645.2,3807.13,4452.33,1984356,1935706,97.55,,
NM,2009,84904.0,12223.0,72681.0,17097.0,20.14,608.21,3616.56,4224.77,2009671,1866842,92.89,347165.0,17.27
NM,2010,82379.0,12006.0,70373.0,17583.0,21.34,583.05,3417.53,4000.57,2059179,2022227,98.21,361771.0,17.57
NM,2011,84817.0,11746.0,73071.0,19917.0,23.48,564.11,3509.28,4073.38,2082224,2037916,97.87,378301.0,18.17
NM,2012,85035.0,11397.0,73638.0,19204.0,22.58,546.48,3530.89,4077.37,2085538,1899411,91.08,393139.0,18.85
NM,2013,82674.0,11278.0,71396.0,19809.0,23.96,540.84,3423.8,3964.63,2085287,1889159,90.59,413801.0,19.84
NM,2014,85369.0,11909.0,73460.0,19464.0,22.8,571.02,3522.3,4093.31,2085572,2044497,98.03,426116.0,20.43
NM,2015,89377.0,12638.0,76739.0,18228.0,20.39,606.11,3680.34,4286.44,2085109,1943947,93.23,429361.0,20.59
NM,2016,94782.0,13809.0,80973.0,17746.0,18.72,663.57,3891.03,4554.6,2081015,1937905,93.12,426814.0,20.51
NM,2017,96598.0,16131.0,80467.0,18044.0,18.68,772.53,3853.65,4626.19,2088070,1964010,94.06,420293.0,20.13
NM,2018,86524.0,16430.0,70094.0,14873.0,17.19,784.09,3345.09,4129.18,2095428,2024953,96.64,410389.0,19.58
NM,2019,78013.0,15674.0,62339.0,13518.0,17.33,747.51,2973.01,3720.52,2096829,1912412,91.2,392065.0,18.7
NM,2020,70605.0,15231.0,55374.0,11044.0,15.64,723.11,2628.95,3352.06,2106319,1668122,79.2,381026.0,18.09
NM,2021,67400.0,15316.0,52084.0,9354.0,13.88,723.86,2461.58,3185.44,2115877,1814722,85.77,378896.0,17.91
